"interaction","cell1","cell2","p-value"
"SLURP1_CHRNB1","Adipose Tissue","Bone Marrow","0.02"
"SLURP1_CHRNB1","Bone Marrow","Bone Marrow","0"
"SLURP1_CHRNB1","Lamina Propia","Bone Marrow","0.04"
"SLURP1_CHRNB1","Lung","Bone Marrow","0.01"
"SLURP1_CHRNB1","Lymph Node","Bone Marrow","0"
"SLURP1_CHRNB1","Peritoneal Cavity","Bone Marrow","0"
"SLURP1_CHRNB1","Small Intestine","Bone Marrow","0.04"
"SLURP1_CHRNB1","Spleen","Bone Marrow","0"
"SLURP1_CHRNB1","Splenic","Bone Marrow","0.02"
"SLURP1_CHRNB1","Subcutaneous Lymph Node","Bone Marrow","0.01"
"SLURP1_CHRNB1","Thymus","Bone Marrow","0"
"SLURP1_CHRNB1","Adipose Tissue","Lamina Propia","0.02"
"SLURP1_CHRNB1","Lymph Node","Lamina Propia","0.03"
"SLURP1_CHRNB1","Spleen","Lamina Propia","0.04"
"SLURP1_CHRNB1","Thymus","Lamina Propia","0.04"
"SLURP1_CHRNB1","Adipose Tissue","Splenic","0.02"
"SLURP1_CHRNB1","Blood","Splenic","0.03"
"SLURP1_CHRNB1","Bone Marrow","Splenic","0"
"SLURP1_CHRNB1","Lung","Splenic","0.02"
"SLURP1_CHRNB1","Lymph Node","Splenic","0.01"
"SLURP1_CHRNB1","Peritoneal Cavity","Splenic","0"
"SLURP1_CHRNB1","Small Intestine","Splenic","0.02"
"SLURP1_CHRNB1","Spleen","Splenic","0"
"SLURP1_CHRNB1","Splenic","Splenic","0.01"
"SLURP1_CHRNB1","Subcutaneous Lymph Node","Splenic","0"
"SLURP1_CHRNB1","Thymus","Splenic","0"
"SLURP1_CHRNB1","Adipose Tissue","Subcutaneous Lymph Node","0.02"
"SLURP1_CHRNB1","Blood","Subcutaneous Lymph Node","0.03"
"SLURP1_CHRNB1","Bone Marrow","Subcutaneous Lymph Node","0.03"
"SLURP1_CHRNB1","Lamina Propia","Subcutaneous Lymph Node","0.04"
"SLURP1_CHRNB1","Lung","Subcutaneous Lymph Node","0.03"
"SLURP1_CHRNB1","Lymph Node","Subcutaneous Lymph Node","0.01"
"SLURP1_CHRNB1","Peritoneal Cavity","Subcutaneous Lymph Node","0.02"
"SLURP1_CHRNB1","Spleen","Subcutaneous Lymph Node","0.01"
"SLURP1_CHRNB1","Splenic","Subcutaneous Lymph Node","0.04"
"SLURP1_CHRNB1","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0.03"
"SLURP1_CHRNB1","Thymus","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB1","Adipose Tissue","Thymus","0.04"
"SLURP1_CHRNB1","Spleen","Thymus","0.04"
"SLURP1_CHRNB1","Thymus","Thymus","0.02"
"SLURP1_CHRNB2","Spleen","Blood","0.02"
"SLURP1_CHRNB2","Thymus","Blood","0.02"
"SLURP1_CHRNB2","Adipose Tissue","Liver","0.03"
"SLURP1_CHRNB2","Spleen","Liver","0.02"
"SLURP1_CHRNB2","Thymus","Liver","0.03"
"SLURP1_CHRNB2","Thymus","Lymph Node","0.04"
"SLURP1_CHRNB2","Spleen","Spleen","0"
"SLURP1_CHRNB2","Thymus","Spleen","0.01"
"SLURP1_CHRNB2","Spleen","Thymus","0.02"
"SLURP1_CHRNB2","Thymus","Thymus","0.04"
"SLURP1_CHRNB3","Adipose Tissue","Adipose Tissue","0.03"
"SLURP1_CHRNB3","Bone Marrow","Adipose Tissue","0.01"
"SLURP1_CHRNB3","Brain","Adipose Tissue","0.02"
"SLURP1_CHRNB3","Lung","Adipose Tissue","0.03"
"SLURP1_CHRNB3","Lymph Node","Adipose Tissue","0.01"
"SLURP1_CHRNB3","Peritoneal Cavity","Adipose Tissue","0.04"
"SLURP1_CHRNB3","Spleen","Adipose Tissue","0"
"SLURP1_CHRNB3","Splenic","Adipose Tissue","0.04"
"SLURP1_CHRNB3","Subcutaneous Lymph Node","Adipose Tissue","0.02"
"SLURP1_CHRNB3","Thymus","Adipose Tissue","0.01"
"SLURP1_CHRNB3","Adipose Tissue","Blood","0.01"
"SLURP1_CHRNB3","Blood","Blood","0.02"
"SLURP1_CHRNB3","Bone Marrow","Blood","0.01"
"SLURP1_CHRNB3","Lamina Propia","Blood","0.02"
"SLURP1_CHRNB3","Lung","Blood","0.01"
"SLURP1_CHRNB3","Lymph Node","Blood","0.01"
"SLURP1_CHRNB3","Peritoneal Cavity","Blood","0.01"
"SLURP1_CHRNB3","Small Intestine","Blood","0.03"
"SLURP1_CHRNB3","Spleen","Blood","0"
"SLURP1_CHRNB3","Splenic","Blood","0.01"
"SLURP1_CHRNB3","Subcutaneous Lymph Node","Blood","0.01"
"SLURP1_CHRNB3","Thymus","Blood","0"
"SLURP1_CHRNB3","Adipose Tissue","Gut","0.04"
"SLURP1_CHRNB3","Adipose Tissue","Lamina Propia","0.03"
"SLURP1_CHRNB3","Bone Marrow","Lamina Propia","0.01"
"SLURP1_CHRNB3","Lung","Lamina Propia","0.02"
"SLURP1_CHRNB3","Lymph Node","Lamina Propia","0.01"
"SLURP1_CHRNB3","Peritoneal Cavity","Lamina Propia","0.01"
"SLURP1_CHRNB3","Spleen","Lamina Propia","0.01"
"SLURP1_CHRNB3","Splenic","Lamina Propia","0.02"
"SLURP1_CHRNB3","Subcutaneous Lymph Node","Lamina Propia","0.01"
"SLURP1_CHRNB3","Thymus","Lamina Propia","0.01"
"SLURP1_CHRNB3","Adipose Tissue","Lymph Node","0.03"
"SLURP1_CHRNB3","Bone Marrow","Lymph Node","0"
"SLURP1_CHRNB3","Lung","Lymph Node","0.04"
"SLURP1_CHRNB3","Lymph Node","Lymph Node","0"
"SLURP1_CHRNB3","Peritoneal Cavity","Lymph Node","0.01"
"SLURP1_CHRNB3","Spleen","Lymph Node","0"
"SLURP1_CHRNB3","Subcutaneous Lymph Node","Lymph Node","0.04"
"SLURP1_CHRNB3","Thymus","Lymph Node","0"
"SLURP1_CHRNB3","Spleen","Thymus","0.04"
"SLURP1_CHRNB3","Thymus","Thymus","0.03"
"SLURP1_CHRNB4","Adipose Tissue","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Blood","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Bone Marrow","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Brain","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Colon","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Gut","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Heart","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Lamina Propia","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Liver","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Lung","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Lymph Node","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Small Intestine","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Spleen","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Splenic","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"SLURP1_CHRNB4","Thymus","Subcutaneous Lymph Node","0"
"SLURP1_CHRNA2","Adipose Tissue","Heart","0.04"
"SLURP1_CHRNA2","Adipose Tissue","Liver","0.03"
"SLURP1_CHRNA2","Spleen","Spleen","0.02"
"SLURP1_CHRNA2","Spleen","Splenic","0.03"
"SLURP1_CHRNA9","Adipose Tissue","Thymus","0"
"SLURP1_CHRNA9","Blood","Thymus","0"
"SLURP1_CHRNA9","Bone Marrow","Thymus","0"
"SLURP1_CHRNA9","Brain","Thymus","0"
"SLURP1_CHRNA9","Colon","Thymus","0.01"
"SLURP1_CHRNA9","Gut","Thymus","0.04"
"SLURP1_CHRNA9","Heart","Thymus","0"
"SLURP1_CHRNA9","Lamina Propia","Thymus","0"
"SLURP1_CHRNA9","Liver","Thymus","0"
"SLURP1_CHRNA9","Lung","Thymus","0"
"SLURP1_CHRNA9","Lymph Node","Thymus","0"
"SLURP1_CHRNA9","Peritoneal Cavity","Thymus","0"
"SLURP1_CHRNA9","Small Intestine","Thymus","0"
"SLURP1_CHRNA9","Spleen","Thymus","0"
"SLURP1_CHRNA9","Splenic","Thymus","0"
"SLURP1_CHRNA9","Subcutaneous Lymph Node","Thymus","0"
"SLURP1_CHRNA9","Thymus","Thymus","0"
"SLURP1_CHRNA10","Adipose Tissue","Adipose Tissue","0.03"
"SLURP1_CHRNA10","Lymph Node","Adipose Tissue","0.03"
"SLURP1_CHRNA10","Spleen","Lymph Node","0.03"
"SLURP1_CHRNA10","Thymus","Lymph Node","0.03"
"SLURP1_CHRNA7","Lymph Node","Blood","0.04"
"SLURP1_CHRNA7","Spleen","Blood","0.04"
"SLURP1_CHRNA7","Thymus","Blood","0.01"
"SLURP1_CHRNA7","Adipose Tissue","Lamina Propia","0.03"
"SLURP1_CHRNA7","Lymph Node","Lamina Propia","0.03"
"SLURP1_CHRNA7","Thymus","Lamina Propia","0.03"
"SLURP1_CHRNA7","Adipose Tissue","Lymph Node","0.03"
"SLURP1_CHRNA7","Bone Marrow","Lymph Node","0"
"SLURP1_CHRNA7","Lung","Lymph Node","0.02"
"SLURP1_CHRNA7","Lymph Node","Lymph Node","0"
"SLURP1_CHRNA7","Peritoneal Cavity","Lymph Node","0.01"
"SLURP1_CHRNA7","Spleen","Lymph Node","0"
"SLURP1_CHRNA7","Splenic","Lymph Node","0.01"
"SLURP1_CHRNA7","Subcutaneous Lymph Node","Lymph Node","0.01"
"SLURP1_CHRNA7","Thymus","Lymph Node","0"
"SLURP1_CHRNA7","Adipose Tissue","Subcutaneous Lymph Node","0.04"
"SLURP1_CHRNA7","Bone Marrow","Subcutaneous Lymph Node","0"
"SLURP1_CHRNA7","Lymph Node","Subcutaneous Lymph Node","0"
"SLURP1_CHRNA7","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"SLURP1_CHRNA7","Spleen","Subcutaneous Lymph Node","0"
"SLURP1_CHRNA7","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0.04"
"SLURP1_CHRNA7","Thymus","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB1","Adipose Tissue","Bone Marrow","0.02"
"SLURP2_CHRNB1","Blood","Bone Marrow","0.04"
"SLURP2_CHRNB1","Bone Marrow","Bone Marrow","0"
"SLURP2_CHRNB1","Brain","Bone Marrow","0.03"
"SLURP2_CHRNB1","Colon","Bone Marrow","0.02"
"SLURP2_CHRNB1","Heart","Bone Marrow","0.03"
"SLURP2_CHRNB1","Lamina Propia","Bone Marrow","0.01"
"SLURP2_CHRNB1","Lung","Bone Marrow","0"
"SLURP2_CHRNB1","Lymph Node","Bone Marrow","0"
"SLURP2_CHRNB1","Peritoneal Cavity","Bone Marrow","0"
"SLURP2_CHRNB1","Small Intestine","Bone Marrow","0.02"
"SLURP2_CHRNB1","Spleen","Bone Marrow","0"
"SLURP2_CHRNB1","Splenic","Bone Marrow","0"
"SLURP2_CHRNB1","Subcutaneous Lymph Node","Bone Marrow","0"
"SLURP2_CHRNB1","Thymus","Bone Marrow","0"
"SLURP2_CHRNB1","Lymph Node","Lamina Propia","0.02"
"SLURP2_CHRNB1","Adipose Tissue","Splenic","0.03"
"SLURP2_CHRNB1","Blood","Splenic","0.04"
"SLURP2_CHRNB1","Bone Marrow","Splenic","0"
"SLURP2_CHRNB1","Brain","Splenic","0.02"
"SLURP2_CHRNB1","Colon","Splenic","0.04"
"SLURP2_CHRNB1","Lamina Propia","Splenic","0.02"
"SLURP2_CHRNB1","Lung","Splenic","0"
"SLURP2_CHRNB1","Lymph Node","Splenic","0"
"SLURP2_CHRNB1","Peritoneal Cavity","Splenic","0"
"SLURP2_CHRNB1","Small Intestine","Splenic","0.01"
"SLURP2_CHRNB1","Spleen","Splenic","0"
"SLURP2_CHRNB1","Splenic","Splenic","0"
"SLURP2_CHRNB1","Subcutaneous Lymph Node","Splenic","0"
"SLURP2_CHRNB1","Thymus","Splenic","0"
"SLURP2_CHRNB1","Blood","Subcutaneous Lymph Node","0.04"
"SLURP2_CHRNB1","Bone Marrow","Subcutaneous Lymph Node","0.01"
"SLURP2_CHRNB1","Brain","Subcutaneous Lymph Node","0.02"
"SLURP2_CHRNB1","Colon","Subcutaneous Lymph Node","0.02"
"SLURP2_CHRNB1","Lamina Propia","Subcutaneous Lymph Node","0.02"
"SLURP2_CHRNB1","Lung","Subcutaneous Lymph Node","0.01"
"SLURP2_CHRNB1","Lymph Node","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB1","Peritoneal Cavity","Subcutaneous Lymph Node","0.01"
"SLURP2_CHRNB1","Small Intestine","Subcutaneous Lymph Node","0.03"
"SLURP2_CHRNB1","Spleen","Subcutaneous Lymph Node","0.01"
"SLURP2_CHRNB1","Splenic","Subcutaneous Lymph Node","0.01"
"SLURP2_CHRNB1","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB1","Thymus","Subcutaneous Lymph Node","0.01"
"SLURP2_CHRNB1","Bone Marrow","Thymus","0.04"
"SLURP2_CHRNB1","Lung","Thymus","0.04"
"SLURP2_CHRNB1","Lymph Node","Thymus","0"
"SLURP2_CHRNB1","Peritoneal Cavity","Thymus","0.04"
"SLURP2_CHRNB1","Spleen","Thymus","0.04"
"SLURP2_CHRNB1","Splenic","Thymus","0.04"
"SLURP2_CHRNB1","Subcutaneous Lymph Node","Thymus","0.01"
"SLURP2_CHRNB1","Thymus","Thymus","0.04"
"SLURP2_CHRNB2","Bone Marrow","Blood","0.02"
"SLURP2_CHRNB2","Lamina Propia","Blood","0.04"
"SLURP2_CHRNB2","Lung","Blood","0.03"
"SLURP2_CHRNB2","Lymph Node","Blood","0"
"SLURP2_CHRNB2","Peritoneal Cavity","Blood","0.02"
"SLURP2_CHRNB2","Spleen","Blood","0.02"
"SLURP2_CHRNB2","Splenic","Blood","0.02"
"SLURP2_CHRNB2","Subcutaneous Lymph Node","Blood","0"
"SLURP2_CHRNB2","Thymus","Blood","0.02"
"SLURP2_CHRNB2","Bone Marrow","Liver","0.02"
"SLURP2_CHRNB2","Lamina Propia","Liver","0.04"
"SLURP2_CHRNB2","Lung","Liver","0.02"
"SLURP2_CHRNB2","Lymph Node","Liver","0"
"SLURP2_CHRNB2","Peritoneal Cavity","Liver","0.02"
"SLURP2_CHRNB2","Spleen","Liver","0.02"
"SLURP2_CHRNB2","Splenic","Liver","0.02"
"SLURP2_CHRNB2","Subcutaneous Lymph Node","Liver","0.01"
"SLURP2_CHRNB2","Thymus","Liver","0.02"
"SLURP2_CHRNB2","Lymph Node","Lymph Node","0"
"SLURP2_CHRNB2","Subcutaneous Lymph Node","Lymph Node","0.01"
"SLURP2_CHRNB2","Bone Marrow","Spleen","0"
"SLURP2_CHRNB2","Lamina Propia","Spleen","0.03"
"SLURP2_CHRNB2","Lung","Spleen","0.01"
"SLURP2_CHRNB2","Lymph Node","Spleen","0"
"SLURP2_CHRNB2","Peritoneal Cavity","Spleen","0"
"SLURP2_CHRNB2","Small Intestine","Spleen","0.04"
"SLURP2_CHRNB2","Spleen","Spleen","0"
"SLURP2_CHRNB2","Splenic","Spleen","0"
"SLURP2_CHRNB2","Subcutaneous Lymph Node","Spleen","0"
"SLURP2_CHRNB2","Thymus","Spleen","0"
"SLURP2_CHRNB2","Lymph Node","Thymus","0"
"SLURP2_CHRNB2","Subcutaneous Lymph Node","Thymus","0"
"SLURP2_CHRNB3","Bone Marrow","Adipose Tissue","0.01"
"SLURP2_CHRNB3","Brain","Adipose Tissue","0.02"
"SLURP2_CHRNB3","Colon","Adipose Tissue","0.02"
"SLURP2_CHRNB3","Heart","Adipose Tissue","0.03"
"SLURP2_CHRNB3","Lamina Propia","Adipose Tissue","0.02"
"SLURP2_CHRNB3","Lung","Adipose Tissue","0.01"
"SLURP2_CHRNB3","Lymph Node","Adipose Tissue","0"
"SLURP2_CHRNB3","Peritoneal Cavity","Adipose Tissue","0.01"
"SLURP2_CHRNB3","Small Intestine","Adipose Tissue","0.02"
"SLURP2_CHRNB3","Spleen","Adipose Tissue","0.01"
"SLURP2_CHRNB3","Splenic","Adipose Tissue","0.01"
"SLURP2_CHRNB3","Subcutaneous Lymph Node","Adipose Tissue","0"
"SLURP2_CHRNB3","Thymus","Adipose Tissue","0.01"
"SLURP2_CHRNB3","Adipose Tissue","Blood","0.03"
"SLURP2_CHRNB3","Bone Marrow","Blood","0"
"SLURP2_CHRNB3","Brain","Blood","0"
"SLURP2_CHRNB3","Colon","Blood","0.02"
"SLURP2_CHRNB3","Heart","Blood","0.01"
"SLURP2_CHRNB3","Lamina Propia","Blood","0"
"SLURP2_CHRNB3","Lung","Blood","0"
"SLURP2_CHRNB3","Lymph Node","Blood","0"
"SLURP2_CHRNB3","Peritoneal Cavity","Blood","0"
"SLURP2_CHRNB3","Small Intestine","Blood","0.01"
"SLURP2_CHRNB3","Spleen","Blood","0"
"SLURP2_CHRNB3","Splenic","Blood","0"
"SLURP2_CHRNB3","Subcutaneous Lymph Node","Blood","0"
"SLURP2_CHRNB3","Thymus","Blood","0"
"SLURP2_CHRNB3","Lymph Node","Bone Marrow","0.03"
"SLURP2_CHRNB3","Lymph Node","Gut","0.02"
"SLURP2_CHRNB3","Adipose Tissue","Lamina Propia","0.03"
"SLURP2_CHRNB3","Bone Marrow","Lamina Propia","0.01"
"SLURP2_CHRNB3","Brain","Lamina Propia","0.02"
"SLURP2_CHRNB3","Lamina Propia","Lamina Propia","0.01"
"SLURP2_CHRNB3","Lung","Lamina Propia","0.01"
"SLURP2_CHRNB3","Lymph Node","Lamina Propia","0.01"
"SLURP2_CHRNB3","Peritoneal Cavity","Lamina Propia","0.01"
"SLURP2_CHRNB3","Small Intestine","Lamina Propia","0.03"
"SLURP2_CHRNB3","Spleen","Lamina Propia","0.01"
"SLURP2_CHRNB3","Splenic","Lamina Propia","0.01"
"SLURP2_CHRNB3","Subcutaneous Lymph Node","Lamina Propia","0.01"
"SLURP2_CHRNB3","Thymus","Lamina Propia","0.01"
"SLURP2_CHRNB3","Bone Marrow","Lymph Node","0"
"SLURP2_CHRNB3","Brain","Lymph Node","0.01"
"SLURP2_CHRNB3","Lamina Propia","Lymph Node","0.01"
"SLURP2_CHRNB3","Lung","Lymph Node","0"
"SLURP2_CHRNB3","Lymph Node","Lymph Node","0"
"SLURP2_CHRNB3","Peritoneal Cavity","Lymph Node","0"
"SLURP2_CHRNB3","Small Intestine","Lymph Node","0.03"
"SLURP2_CHRNB3","Spleen","Lymph Node","0"
"SLURP2_CHRNB3","Splenic","Lymph Node","0"
"SLURP2_CHRNB3","Subcutaneous Lymph Node","Lymph Node","0"
"SLURP2_CHRNB3","Thymus","Lymph Node","0"
"SLURP2_CHRNB3","Lymph Node","Splenic","0.03"
"SLURP2_CHRNB3","Subcutaneous Lymph Node","Splenic","0.04"
"SLURP2_CHRNB3","Lymph Node","Subcutaneous Lymph Node","0.04"
"SLURP2_CHRNB3","Bone Marrow","Thymus","0.04"
"SLURP2_CHRNB3","Lymph Node","Thymus","0"
"SLURP2_CHRNB3","Peritoneal Cavity","Thymus","0.04"
"SLURP2_CHRNB3","Spleen","Thymus","0.04"
"SLURP2_CHRNB3","Splenic","Thymus","0.04"
"SLURP2_CHRNB3","Subcutaneous Lymph Node","Thymus","0.01"
"SLURP2_CHRNB3","Thymus","Thymus","0.04"
"SLURP2_CHRNB4","Lymph Node","Bone Marrow","0"
"SLURP2_CHRNB4","Subcutaneous Lymph Node","Bone Marrow","0.01"
"SLURP2_CHRNB4","Lymph Node","Peritoneal Cavity","0.02"
"SLURP2_CHRNB4","Lymph Node","Spleen","0.01"
"SLURP2_CHRNB4","Subcutaneous Lymph Node","Spleen","0.03"
"SLURP2_CHRNB4","Lymph Node","Splenic","0.04"
"SLURP2_CHRNB4","Adipose Tissue","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Blood","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Bone Marrow","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Brain","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Colon","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Gut","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Heart","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Lamina Propia","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Liver","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Lung","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Lymph Node","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Small Intestine","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Spleen","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Splenic","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Thymus","Subcutaneous Lymph Node","0"
"SLURP2_CHRNB4","Lymph Node","Thymus","0.04"
"SLURP2_CHRNA2","Bone Marrow","Spleen","0.04"
"SLURP2_CHRNA2","Lymph Node","Spleen","0"
"SLURP2_CHRNA2","Peritoneal Cavity","Spleen","0.04"
"SLURP2_CHRNA2","Spleen","Spleen","0.04"
"SLURP2_CHRNA2","Subcutaneous Lymph Node","Spleen","0"
"SLURP2_CHRNA2","Thymus","Spleen","0.04"
"SLURP2_CHRNA2","Lymph Node","Splenic","0"
"SLURP2_CHRNA7","Lymph Node","Blood","0.01"
"SLURP2_CHRNA7","Subcutaneous Lymph Node","Blood","0.02"
"SLURP2_CHRNA7","Lymph Node","Bone Marrow","0.04"
"SLURP2_CHRNA7","Lymph Node","Lamina Propia","0"
"SLURP2_CHRNA7","Subcutaneous Lymph Node","Lamina Propia","0.03"
"SLURP2_CHRNA7","Bone Marrow","Lymph Node","0"
"SLURP2_CHRNA7","Brain","Lymph Node","0.02"
"SLURP2_CHRNA7","Colon","Lymph Node","0.03"
"SLURP2_CHRNA7","Heart","Lymph Node","0.04"
"SLURP2_CHRNA7","Lamina Propia","Lymph Node","0"
"SLURP2_CHRNA7","Lung","Lymph Node","0"
"SLURP2_CHRNA7","Lymph Node","Lymph Node","0"
"SLURP2_CHRNA7","Peritoneal Cavity","Lymph Node","0"
"SLURP2_CHRNA7","Small Intestine","Lymph Node","0.03"
"SLURP2_CHRNA7","Spleen","Lymph Node","0"
"SLURP2_CHRNA7","Splenic","Lymph Node","0"
"SLURP2_CHRNA7","Subcutaneous Lymph Node","Lymph Node","0"
"SLURP2_CHRNA7","Thymus","Lymph Node","0"
"SLURP2_CHRNA7","Lymph Node","Peritoneal Cavity","0.03"
"SLURP2_CHRNA7","Lymph Node","Spleen","0.03"
"SLURP2_CHRNA7","Bone Marrow","Subcutaneous Lymph Node","0"
"SLURP2_CHRNA7","Brain","Subcutaneous Lymph Node","0.03"
"SLURP2_CHRNA7","Colon","Subcutaneous Lymph Node","0.03"
"SLURP2_CHRNA7","Lamina Propia","Subcutaneous Lymph Node","0.01"
"SLURP2_CHRNA7","Lung","Subcutaneous Lymph Node","0"
"SLURP2_CHRNA7","Lymph Node","Subcutaneous Lymph Node","0"
"SLURP2_CHRNA7","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"SLURP2_CHRNA7","Small Intestine","Subcutaneous Lymph Node","0.02"
"SLURP2_CHRNA7","Spleen","Subcutaneous Lymph Node","0"
"SLURP2_CHRNA7","Splenic","Subcutaneous Lymph Node","0"
"SLURP2_CHRNA7","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"SLURP2_CHRNA7","Thymus","Subcutaneous Lymph Node","0"
"SLURP2_CHRNA7","Lymph Node","Thymus","0"
"SLURP2_CHRNA7","Subcutaneous Lymph Node","Thymus","0.04"
"SLURP2_CHRNA9","Lymph Node","Spleen","0.04"
"SLURP2_CHRNA9","Adipose Tissue","Thymus","0.02"
"SLURP2_CHRNA9","Blood","Thymus","0"
"SLURP2_CHRNA9","Bone Marrow","Thymus","0"
"SLURP2_CHRNA9","Brain","Thymus","0"
"SLURP2_CHRNA9","Colon","Thymus","0.01"
"SLURP2_CHRNA9","Gut","Thymus","0.04"
"SLURP2_CHRNA9","Heart","Thymus","0"
"SLURP2_CHRNA9","Lamina Propia","Thymus","0"
"SLURP2_CHRNA9","Liver","Thymus","0"
"SLURP2_CHRNA9","Lung","Thymus","0"
"SLURP2_CHRNA9","Lymph Node","Thymus","0"
"SLURP2_CHRNA9","Peritoneal Cavity","Thymus","0"
"SLURP2_CHRNA9","Small Intestine","Thymus","0"
"SLURP2_CHRNA9","Spleen","Thymus","0"
"SLURP2_CHRNA9","Splenic","Thymus","0"
"SLURP2_CHRNA9","Subcutaneous Lymph Node","Thymus","0"
"SLURP2_CHRNA9","Thymus","Thymus","0"
"SLURP2_CHRNA10","Bone Marrow","Bone Marrow","0.01"
"SLURP2_CHRNA10","Lymph Node","Bone Marrow","0.01"
"SLURP2_CHRNA10","Peritoneal Cavity","Bone Marrow","0.01"
"SLURP2_CHRNA10","Spleen","Bone Marrow","0.01"
"SLURP2_CHRNA10","Subcutaneous Lymph Node","Bone Marrow","0.01"
"SLURP2_CHRNA10","Thymus","Bone Marrow","0.02"
"SLURP2_CHRNA10","Bone Marrow","Lamina Propia","0.04"
"SLURP2_CHRNA10","Lymph Node","Lamina Propia","0.03"
"SLURP2_CHRNA10","Peritoneal Cavity","Lamina Propia","0.04"
"SLURP2_CHRNA10","Spleen","Lamina Propia","0.04"
"SLURP2_CHRNA10","Lymph Node","Lung","0.01"
"SLURP2_CHRNA10","Bone Marrow","Lymph Node","0.03"
"SLURP2_CHRNA10","Lamina Propia","Lymph Node","0.04"
"SLURP2_CHRNA10","Lung","Lymph Node","0.03"
"SLURP2_CHRNA10","Lymph Node","Lymph Node","0.01"
"SLURP2_CHRNA10","Peritoneal Cavity","Lymph Node","0.03"
"SLURP2_CHRNA10","Spleen","Lymph Node","0.03"
"SLURP2_CHRNA10","Splenic","Lymph Node","0.03"
"SLURP2_CHRNA10","Subcutaneous Lymph Node","Lymph Node","0.02"
"SLURP2_CHRNA10","Thymus","Lymph Node","0.03"
"SLURP2_CHRNA10","Bone Marrow","Peritoneal Cavity","0"
"SLURP2_CHRNA10","Lymph Node","Peritoneal Cavity","0.01"
"SLURP2_CHRNA10","Peritoneal Cavity","Peritoneal Cavity","0"
"SLURP2_CHRNA10","Spleen","Peritoneal Cavity","0"
"SLURP2_CHRNA10","Subcutaneous Lymph Node","Peritoneal Cavity","0.01"
"SLURP2_CHRNA10","Thymus","Peritoneal Cavity","0.01"
"SLURP2_CHRNA10","Bone Marrow","Spleen","0"
"SLURP2_CHRNA10","Lymph Node","Spleen","0.01"
"SLURP2_CHRNA10","Peritoneal Cavity","Spleen","0"
"SLURP2_CHRNA10","Spleen","Spleen","0"
"SLURP2_CHRNA10","Subcutaneous Lymph Node","Spleen","0.01"
"SLURP2_CHRNA10","Thymus","Spleen","0.01"
"SLURP2_CHRNA10","Lymph Node","Splenic","0.02"
"SLURP2_CHRNA10","Lymph Node","Subcutaneous Lymph Node","0.02"
"SLURP2_CHRNA10","Bone Marrow","Thymus","0.02"
"SLURP2_CHRNA10","Lymph Node","Thymus","0.01"
"SLURP2_CHRNA10","Peritoneal Cavity","Thymus","0.02"
"SLURP2_CHRNA10","Spleen","Thymus","0.02"
"SLURP2_CHRNA10","Subcutaneous Lymph Node","Thymus","0.02"
