"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"LAMB1_ITGA9_ITGB1","LAMB1_ITGA9_ITGB1","LAMININ","Lamb1","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb1  - (Itga9+Itgb1)"
"LAMB2_ITGA9_ITGB1","LAMB2_ITGA9_ITGB1","LAMININ","Lamb2","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb2  - (Itga9+Itgb1)"
"LAMB3_ITGA9_ITGB1","LAMB3_ITGA9_ITGB1","LAMININ","Lamb3","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb3  - (Itga9+Itgb1)"
"LAMC1_ITGA9_ITGB1","LAMC1_ITGA9_ITGB1","LAMININ","Lamc1","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - (Itga9+Itgb1)"
"LAMC3_ITGA9_ITGB1","LAMC3_ITGA9_ITGB1","LAMININ","Lamc3","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - (Itga9+Itgb1)"
"COL1A1_ITGA10_ITGB1","COL1A1_ITGA10_ITGB1","COLLAGEN","Col1a1","ITGA10_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col1a1  - (Itga10+Itgb1)"
"COL4A1_ITGA10_ITGB1","COL4A1_ITGA10_ITGB1","COLLAGEN","Col4a1","ITGA10_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a1  - (Itga10+Itgb1)"
"COL4A3_ITGA10_ITGB1","COL4A3_ITGA10_ITGB1","COLLAGEN","Col4a3","ITGA10_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a3  - (Itga10+Itgb1)"
"COL4A5_ITGA10_ITGB1","COL4A5_ITGA10_ITGB1","COLLAGEN","Col4a5","ITGA10_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a5  - (Itga10+Itgb1)"
"COL4A6_ITGA10_ITGB1","COL4A6_ITGA10_ITGB1","COLLAGEN","Col4a6","ITGA10_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a6  - (Itga10+Itgb1)"
"COL9A1_ITGA10_ITGB1","COL9A1_ITGA10_ITGB1","COLLAGEN","Col9a1","ITGA10_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a1  - (Itga10+Itgb1)"
"COL9A3_ITGA10_ITGB1","COL9A3_ITGA10_ITGB1","COLLAGEN","Col9a3","ITGA10_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a3  - (Itga10+Itgb1)"
"COL1A1_ITGA11_ITGB1","COL1A1_ITGA11_ITGB1","COLLAGEN","Col1a1","ITGA11_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col1a1  - (Itga11+Itgb1)"
"COL4A1_ITGA11_ITGB1","COL4A1_ITGA11_ITGB1","COLLAGEN","Col4a1","ITGA11_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a1  - (Itga11+Itgb1)"
"COL4A3_ITGA11_ITGB1","COL4A3_ITGA11_ITGB1","COLLAGEN","Col4a3","ITGA11_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a3  - (Itga11+Itgb1)"
"COL4A5_ITGA11_ITGB1","COL4A5_ITGA11_ITGB1","COLLAGEN","Col4a5","ITGA11_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a5  - (Itga11+Itgb1)"
"COL4A6_ITGA11_ITGB1","COL4A6_ITGA11_ITGB1","COLLAGEN","Col4a6","ITGA11_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a6  - (Itga11+Itgb1)"
"COL9A1_ITGA11_ITGB1","COL9A1_ITGA11_ITGB1","COLLAGEN","Col9a1","ITGA11_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a1  - (Itga11+Itgb1)"
"COL9A3_ITGA11_ITGB1","COL9A3_ITGA11_ITGB1","COLLAGEN","Col9a3","ITGA11_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a3  - (Itga11+Itgb1)"
"DSPP_ITGAV_ITGB1","DSPP_ITGAV_ITGB1","DSPP","Dspp","ITGAV_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Dspp  - (Itgav+Itgb1)"
"VWF_ITGAV_ITGB3","VWF_ITGAV_ITGB3","VWF","Vwf","ITGAV_ITGB3","","","","","KEGG: mmu04512","ECM-Receptor","Vwf  - (Itgav+Itgb3)"
"TNN_ITGAV_ITGB3","TNN_ITGAV_ITGB3","TENASCIN","Tnn","ITGAV_ITGB3","","","","","KEGG: mmu04512","ECM-Receptor","Tnn  - (Itgav+Itgb3)"
"TNXB_ITGAV_ITGB3","TNXB_ITGAV_ITGB3","TENASCIN","Tnxb","ITGAV_ITGB3","","","","","KEGG: mmu04512","ECM-Receptor","Tnxb  - (Itgav+Itgb3)"
"THBS3_ITGAV_ITGB3","THBS3_ITGAV_ITGB3","THBS","Thbs3","ITGAV_ITGB3","","","","","KEGG: mmu04512","ECM-Receptor","Thbs3  - (Itgav+Itgb3)"
"VWF_ITGA2B_ITGB3","VWF_ITGA2B_ITGB3","VWF","Vwf","ITGA2B_ITGB3","","","","","KEGG: mmu04512","ECM-Receptor","Vwf  - (Itga2b+Itgb3)"
"TNN_ITGA2B_ITGB3","TNN_ITGA2B_ITGB3","TENASCIN","Tnn","ITGA2B_ITGB3","","","","","KEGG: mmu04512","ECM-Receptor","Tnn  - (Itga2b+Itgb3)"
"TNXB_ITGA2B_ITGB3","TNXB_ITGA2B_ITGB3","TENASCIN","Tnxb","ITGA2B_ITGB3","","","","","KEGG: mmu04512","ECM-Receptor","Tnxb  - (Itga2b+Itgb3)"
"TNN_ITGAV_ITGB6","TNN_ITGAV_ITGB6","TENASCIN","Tnn","ITGAV_ITGB6","","","","","KEGG: mmu04512","ECM-Receptor","Tnn  - (Itgav+Itgb6)"
"TNXB_ITGAV_ITGB6","TNXB_ITGAV_ITGB6","TENASCIN","Tnxb","ITGAV_ITGB6","","","","","KEGG: mmu04512","ECM-Receptor","Tnxb  - (Itgav+Itgb6)"
"DSPP_ITGAV_ITGB6","DSPP_ITGAV_ITGB6","DSPP","Dspp","ITGAV_ITGB6","","","","","KEGG: mmu04512","ECM-Receptor","Dspp  - (Itgav+Itgb6)"
"LAMA2_ITGAV_ITGB8","LAMA2_ITGAV_ITGB8","LAMININ","Lama2","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Lama2  - (Itgav+Itgb8)"
"LAMA3_ITGAV_ITGB8","LAMA3_ITGAV_ITGB8","LAMININ","Lama3","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Lama3  - (Itgav+Itgb8)"
"LAMA5_ITGAV_ITGB8","LAMA5_ITGAV_ITGB8","LAMININ","Lama5","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Lama5  - (Itgav+Itgb8)"
"LAMB1_ITGAV_ITGB8","LAMB1_ITGAV_ITGB8","LAMININ","Lamb1","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Lamb1  - (Itgav+Itgb8)"
"LAMB2_ITGAV_ITGB8","LAMB2_ITGAV_ITGB8","LAMININ","Lamb2","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Lamb2  - (Itgav+Itgb8)"
"LAMB3_ITGAV_ITGB8","LAMB3_ITGAV_ITGB8","LAMININ","Lamb3","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Lamb3  - (Itgav+Itgb8)"
"LAMC1_ITGAV_ITGB8","LAMC1_ITGAV_ITGB8","LAMININ","Lamc1","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - (Itgav+Itgb8)"
"LAMC3_ITGAV_ITGB8","LAMC3_ITGAV_ITGB8","LAMININ","Lamc3","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - (Itgav+Itgb8)"
"COL1A1_ITGAV_ITGB8","COL1A1_ITGAV_ITGB8","COLLAGEN","Col1a1","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Col1a1  - (Itgav+Itgb8)"
"COL4A1_ITGAV_ITGB8","COL4A1_ITGAV_ITGB8","COLLAGEN","Col4a1","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Col4a1  - (Itgav+Itgb8)"
"COL4A3_ITGAV_ITGB8","COL4A3_ITGAV_ITGB8","COLLAGEN","Col4a3","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Col4a3  - (Itgav+Itgb8)"
"COL4A5_ITGAV_ITGB8","COL4A5_ITGAV_ITGB8","COLLAGEN","Col4a5","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Col4a5  - (Itgav+Itgb8)"
"COL4A6_ITGAV_ITGB8","COL4A6_ITGAV_ITGB8","COLLAGEN","Col4a6","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Col4a6  - (Itgav+Itgb8)"
"COL9A1_ITGAV_ITGB8","COL9A1_ITGAV_ITGB8","COLLAGEN","Col9a1","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Col9a1  - (Itgav+Itgb8)"
"COL9A3_ITGAV_ITGB8","COL9A3_ITGAV_ITGB8","COLLAGEN","Col9a3","ITGAV_ITGB8","","","","","KEGG: mmu04512","ECM-Receptor","Col9a3  - (Itgav+Itgb8)"
"LAMA2_SV2A","LAMA2_SV2A","LAMININ","Lama2","Sv2a","","","","","KEGG: mmu04512","ECM-Receptor","Lama2  - Sv2a"
"LAMA3_SV2A","LAMA3_SV2A","LAMININ","Lama3","Sv2a","","","","","KEGG: mmu04512","ECM-Receptor","Lama3  - Sv2a"
"LAMA5_SV2A","LAMA5_SV2A","LAMININ","Lama5","Sv2a","","","","","KEGG: mmu04512","ECM-Receptor","Lama5  - Sv2a"
"LAMB1_SV2A","LAMB1_SV2A","LAMININ","Lamb1","Sv2a","","","","","KEGG: mmu04512","ECM-Receptor","Lamb1  - Sv2a"
"LAMB2_SV2A","LAMB2_SV2A","LAMININ","Lamb2","Sv2a","","","","","KEGG: mmu04512","ECM-Receptor","Lamb2  - Sv2a"
"LAMB3_SV2A","LAMB3_SV2A","LAMININ","Lamb3","Sv2a","","","","","KEGG: mmu04512","ECM-Receptor","Lamb3  - Sv2a"
"LAMC1_SV2A","LAMC1_SV2A","LAMININ","Lamc1","Sv2a","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - Sv2a"
"LAMC3_SV2A","LAMC3_SV2A","LAMININ","Lamc3","Sv2a","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - Sv2a"
"LAMA2_SV2C","LAMA2_SV2C","LAMININ","Lama2","Sv2c","","","","","KEGG: mmu04512","ECM-Receptor","Lama2  - Sv2c"
"LAMA3_SV2C","LAMA3_SV2C","LAMININ","Lama3","Sv2c","","","","","KEGG: mmu04512","ECM-Receptor","Lama3  - Sv2c"
"LAMA5_SV2C","LAMA5_SV2C","LAMININ","Lama5","Sv2c","","","","","KEGG: mmu04512","ECM-Receptor","Lama5  - Sv2c"
"LAMB1_SV2C","LAMB1_SV2C","LAMININ","Lamb1","Sv2c","","","","","KEGG: mmu04512","ECM-Receptor","Lamb1  - Sv2c"
"LAMB2_SV2C","LAMB2_SV2C","LAMININ","Lamb2","Sv2c","","","","","KEGG: mmu04512","ECM-Receptor","Lamb2  - Sv2c"
"LAMB3_SV2C","LAMB3_SV2C","LAMININ","Lamb3","Sv2c","","","","","KEGG: mmu04512","ECM-Receptor","Lamb3  - Sv2c"
"LAMC1_SV2C","LAMC1_SV2C","LAMININ","Lamc1","Sv2c","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - Sv2c"
"LAMC3_SV2C","LAMC3_SV2C","LAMININ","Lamc3","Sv2c","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - Sv2c"
"VWF_GP1BA_GP1BB_GP5_GP9","VWF_GP1BA_GP1BB_GP5_GP9","VWF","Vwf","GP complex","","","","","KEGG: mmu04512","ECM-Receptor","Vwf  - Gp complex"
"AGRN_DAG1","AGRN_DAG1","AGRN","Agrn","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Agrn  - Dag1"
"HSPG2_DAG1","HSPG2_DAG1","HSPG","Hspg2","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Hspg2  - Dag1"
"LAMA2_DAG1","LAMA2_DAG1","LAMININ","Lama2","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lama2  - Dag1"
"LAMA3_DAG1","LAMA3_DAG1","LAMININ","Lama3","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lama3  - Dag1"
"LAMA5_DAG1","LAMA5_DAG1","LAMININ","Lama5","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lama5  - Dag1"
"LAMB1_DAG1","LAMB1_DAG1","LAMININ","Lamb1","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb1  - Dag1"
"LAMB2_DAG1","LAMB2_DAG1","LAMININ","Lamb2","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb2  - Dag1"
"LAMB3_DAG1","LAMB3_DAG1","LAMININ","Lamb3","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb3  - Dag1"
"LAMC1_DAG1","LAMC1_DAG1","LAMININ","Lamc1","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - Dag1"
"LAMC3_DAG1","LAMC3_DAG1","LAMININ","Lamc3","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - Dag1"
"ALCAM_CD6","ALCAM_CD6","ALCAM","Alcam","Cd6","","","","","KEGG: mmu04514","Cell-Cell Contact","Alcam  - Cd6"
"BST2_PIRA2","BST2_PIRA2","BST2","Bst2","Pira2","","","","","PMID: 19564354","Cell-Cell Contact","Bst2  - Pira2"
"CADM1_CADM1","CADM1_CADM1","CADM","Cadm1","Cadm1","","","","","PMID: 24503895","Cell-Cell Contact","Cadm1  - Cadm1"
"CADM3_CADM3","CADM3_CADM3","CADM","Cadm3","Cadm3","","","","","KEGG: mmu04514","Cell-Cell Contact","Cadm3  - Cadm3"
"CD1D2_PIRA2","CD1D2_PIRA2","CD1D2","Cd1d2","Pira2","","","","","PMID: 19124746","Cell-Cell Contact","Cd1d2  - Pira2"
"CD200_CD200R1","CD200_CD200R1","CD200","Cd200","Cd200r1","","","","","PMID: 15187158","Cell-Cell Contact","Cd200  - Cd200r1"
"CD200_CD200R3","CD200_CD200R3","CD200","Cd200","Cd200r3","","","","","PMID: 22020332","Cell-Cell Contact","Cd200  - Cd200r3"
"CD200_CD200R4","CD200_CD200R4","CD200","Cd200","Cd200r4","","","","","KEGG: mmu04514","Cell-Cell Contact","Cd200  - Cd200r4"
"CD226_NECTIN2","CD226_NECTIN2","CD226","Cd226","Nectin2","","","","","PMID: 24440149","Cell-Cell Contact","Cd226  - Nectin2"
"CD226_PVR","CD226_PVR","CD226","Cd226","Pvr","","","","","PMID: 24440149","Cell-Cell Contact","Cd226  - Pvr"
"FCER2A_ITGAX_ITGB2","FCER2A_ITGAX_ITGB2","CD23","Fcer2a","ITGAX_ITGB2","","","","","PMID: 7621072","Cell-Cell Contact","Fcer2a  - (Itgax+Itgb2)"
"FCER2A_ITGAV_ITGB3","FCER2A_ITGAV_ITGB3","CD23","Fcer2a","ITGAV_ITGB3","","","","","PMID: 10037797","Cell-Cell Contact","Fcer2a  - (Itgav+Itgb3)"
"CD40LG_CD40","CD40LG_CD40","CD40","Cd40lg","Cd40","","","","","KEGG: mmu04514","Cell-Cell Contact","Cd40lg  - Cd40"
"CD46_JAG1","CD46_JAG1","CD46","Cd46","Jag1","","","","","PMID: 23086448","Cell-Cell Contact","Cd46  - Jag1"
"CD6_ALCAM","CD6_ALCAM","CD6","Cd6","Alcam","","","","","PMID: 23602662","Cell-Cell Contact","Cd6  - Alcam"
"CD80_CD274","CD80_CD274","CD80","Cd80","Cd274","","","","","PMID: 17629517; PMID: 18585785","Cell-Cell Contact","Cd80  - Cd274"
"CD80_CD28","CD80_CD28","CD80","Cd80","Cd28","","","","","PMID: 23954143","Cell-Cell Contact","Cd80  - Cd28"
"CD86_CD28","CD86_CD28","CD86","Cd86","Cd28","","","","","PMID: 23954143","Cell-Cell Contact","Cd86  - Cd28"
"CD96_NECTIN1","CD96_NECTIN1","CD96","Cd96","Nectin1","","","","","PMID: 17971293","Cell-Cell Contact","Cd96  - Nectin1"
"CD96_PVR","CD96_PVR","CD96","Cd96","Pvr","","","","","PMID: 15034010","Cell-Cell Contact","Cd96  - Pvr"
"CD1D1_CEACAM5","CD1D1_CEACAM5","CEACAM","Cd1d1","Ceacam5","","","","","PMID: 24104458","Cell-Cell Contact","Cd1d1  - Ceacam5"
"CD8A_CEACAM5","CD8A_CEACAM5","CEACAM","Cd8a","Ceacam5","","","","","PMID: 24104458","Cell-Cell Contact","Cd8a  - Ceacam5"
"CLEC2D_KLRB1B","CLEC2D_KLRB1B","CLEC","Clec2d","Klrb1b","","","","","PMID: 24223577","Cell-Cell Contact","Clec2d  - Klrb1b"
"CLEC2G_KLRB1","CLEC2G_KLRB1","CLEC","Clec2g","Klrb1","","","","","PMID: 24223577","Cell-Cell Contact","Clec2g  - Klrb1"
"CLEC2I_KLRB1","CLEC2I_KLRB1","CLEC","Clec2i","Klrb1","","","","","PMID: 24223577","Cell-Cell Contact","Clec2i  - Klrb1"
"CLEC2G_KLRB1F","CLEC2G_KLRB1F","CLEC","Clec2g","Klrb1f","","","","","PMID: 24223577","Cell-Cell Contact","Clec2g  - Klrb1f"
"CLEC2I_KLRB1F","CLEC2I_KLRB1F","CLEC","Clec2i","Klrb1f","","","","","PMID: 24223577","Cell-Cell Contact","Clec2i  - Klrb1f"
"CNTN2_CNTN2_CNTNAP2","CNTN2_CNTN2_CNTNAP2","CNTN","Cntn2","CNTN2_CNTNAP2","","","","","KEGG: mmu04514","Cell-Cell Contact","Cntn2  - (Cntn2+Cntnap2)"
"CNTN2_L1CAM","CNTN2_L1CAM","CNTN","Cntn2","L1cam","","","","","KEGG: mmu04514","Cell-Cell Contact","Cntn2  - L1cam"
"CNTN2_CNTN2","CNTN2_CNTN2","CNTN","Cntn2","Cntn2","","","","","KEGG: mmu04514","Cell-Cell Contact","Cntn2  - Cntn2"
"CNTN1_NRCAM","CNTN1_NRCAM","CNTN","Cntn1","Nrcam","","","","","KEGG: mmu04514","Cell-Cell Contact","Cntn1  - Nrcam"
"EFNB2_EPHA4","EFNB2_EPHA4","EPHB","Efnb2","Epha4","","","","","PMID: 15114347","Cell-Cell Contact","Efnb2  - Epha4"
"EFNB2_EPHB1","EFNB2_EPHB1","EPHB","Efnb2","Ephb1","","","","","PMID: 15114347","Cell-Cell Contact","Efnb2  - Ephb1"
"EFNB3_EPHA4","EFNB3_EPHA4","EPHB","Efnb3","Epha4","","","","","PMID: 15114347","Cell-Cell Contact","Efnb3  - Epha4"
"EFNB3_EPHB1","EFNB3_EPHB1","EPHB","Efnb3","Ephb1","","","","","PMID: 15114347","Cell-Cell Contact","Efnb3  - Ephb1"
"EFNB3_EPHB6","EFNB3_EPHB6","EPHB","Efnb3","Ephb6","","","","","PMID: 15114347","Cell-Cell Contact","Efnb3  - Ephb6"
"ICAM1_ITGAX_ITGB2","ICAM1_ITGAX_ITGB2","ICAM","Icam1","ITGAX_ITGB2","","","","","PMID: 16252253","Cell-Cell Contact","Icam1  - (Itgax+Itgb2)"
"ICAM1_ITGAL_ITGB2","ICAM1_ITGAL_ITGB2","ICAM","Icam1","ITGAL_ITGB2","","","","","KEGG: mmu04514","Cell-Cell Contact","Icam1  - (Itgal+Itgb2)"
"ICAM1_ITGAL_ITGB2L","ICAM1_ITGAL_ITGB2L","ICAM","Icam1","ITGAL_ITGB2L","","","","","KEGG: mmu04514","Cell-Cell Contact","Icam1  - (Itgal+Itgb2l)"
"ICAM1_ITGAM_ITGB2L","ICAM1_ITGAM_ITGB2L","ICAM","Icam1","ITGAM_ITGB2L","","","","","KEGG: mmu04514","Cell-Cell Contact","Icam1  - (Itgam+Itgb2l)"
"ICAM1_ITGAL","ICAM1_ITGAL","ICAM","Icam1","Itgal","","","","","PMID: 23602662","Cell-Cell Contact","Icam1  - Itgal"
"ICAM1_SPN","ICAM1_SPN","ICAM","Icam1","Spn","","","","","PMID: 1683685","Cell-Cell Contact","Icam1  - Spn"
"ITGB2_CD226","ITGB2_CD226","ITGAL-ITGB2","ITGAL_ITGB2","Cd226","","","","","KEGG: mmu04514","Cell-Cell Contact","Itgb2  - Cd226"
"ITGB2_ICAM1","ITGB2_ICAM1","ITGAL-ITGB2","ITGAL_ITGB2","Icam1","","","","","KEGG: mmu04514","Cell-Cell Contact","Itgb2  - Icam1"
"ITGB2L_CD226","ITGB2L_CD226","ITGAL-ITGB2","ITGAL_ITGB2L","Cd226","","","","","KEGG: mmu04514","Cell-Cell Contact","Itgb2l  - Cd226"
"ITGB2L_ICAM1","ITGB2L_ICAM1","ITGAL-ITGB2","ITGAL_ITGB2L","Icam1","","","","","KEGG: mmu04514","Cell-Cell Contact","Itgb2l  - Icam1"
"JAM2_ITGA3_ITGB1","JAM2_ITGA3_ITGB1","JAM","Jam2","ITGA3_ITGB1","","","","","PMID: 12070135","Cell-Cell Contact","Jam2  - (Itga3+Itgb1)"
"JAM2_ITGAV_ITGB1","JAM2_ITGAV_ITGB1","JAM","Jam2","ITGAV_ITGB1","","","","","KEGG: mmu04514","Cell-Cell Contact","Jam2  - (Itgav+Itgb1)"
"JAM2_JAM2","JAM2_JAM2","JAM","Jam2","Jam2","","","","","KEGG: mmu04514","Cell-Cell Contact","Jam2  - Jam2"
"L1CAM_ITGAV_ITGB3","L1CAM_ITGAV_ITGB3","L1CAM","L1cam","ITGAV_ITGB3","","","","","PMID: 9396761","Cell-Cell Contact","L1cam  - (Itgav+Itgb3)"
"L1CAM_L1CAM","L1CAM_L1CAM","L1CAM","L1cam","L1cam","","","","","PMID: 18701456","Cell-Cell Contact","L1cam  - L1cam"
"LAIR1_PIRA2","LAIR1_PIRA2","LAIR1","Lair1","Pira2","","","","","PMID: 19283782","Cell-Cell Contact","Lair1  - Pira2"
"LCK_CD8A_CD8B1","LCK_CD8A_CD8B1","LCK","Lck","CD8 receptor","","","","","PMID: 25427562","Cell-Cell Contact","Lck  - (Cd8a+Cd8b1)"
"MAG_MAG","MAG_MAG","MAG","Mag","Mag","","","","","KEGG: mmu04514","Cell-Cell Contact","Mag  - Mag"
"H2-M3_CD8A","H2-M3_CD8A","MHC-I","H2-M3","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-m3  - Cd8a"
"H2-M9_CD8A","H2-M9_CD8A","MHC-I","H2-M9","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-m9  - Cd8a"
"H2-Q10_CD8A","H2-Q10_CD8A","MHC-I","H2-Q10","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-q10  - Cd8a"
"H2-Q2_CD8A","H2-Q2_CD8A","MHC-I","H2-Q2","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-q2  - Cd8a"
"H2-Q7_CD8A","H2-Q7_CD8A","MHC-I","H2-Q7","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-q7  - Cd8a"
"H2-T22_CD8A","H2-T22_CD8A","MHC-I","H2-T22","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-t22  - Cd8a"
"H2-M1_CD8A","H2-M1_CD8A","MHC-I","H2-M1","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-m1  - Cd8a"
"H2-T10_CD8A","H2-T10_CD8A","MHC-I","H2-T10","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-t10  - Cd8a"
"H2-Q6_CD8A","H2-Q6_CD8A","MHC-I","H2-Q6","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-q6  - Cd8a"
"GM10499_CD8A","GM10499_CD8A","MHC-I","Gm10499","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","Gm10499  - Cd8a"
"H2-Q4_CD8A","H2-Q4_CD8A","MHC-I","H2-Q4","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-q4  - Cd8a"
"H2-T-PS_CD8A","H2-T-PS_CD8A","MHC-I","H2-T-ps","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-t-ps  - Cd8a"
"GM7030_CD8A","GM7030_CD8A","MHC-I","Gm7030","Cd8a","","","","","KEGG: mmu04514","Cell-Cell Contact","Gm7030  - Cd8a"
"H2-M3_CD8B1","H2-M3_CD8B1","MHC-I","H2-M3","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-m3  - Cd8b1"
"H2-M9_CD8B1","H2-M9_CD8B1","MHC-I","H2-M9","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-m9  - Cd8b1"
"H2-Q10_CD8B1","H2-Q10_CD8B1","MHC-I","H2-Q10","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-q10  - Cd8b1"
"H2-Q2_CD8B1","H2-Q2_CD8B1","MHC-I","H2-Q2","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-q2  - Cd8b1"
"H2-Q7_CD8B1","H2-Q7_CD8B1","MHC-I","H2-Q7","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-q7  - Cd8b1"
"H2-T22_CD8B1","H2-T22_CD8B1","MHC-I","H2-T22","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-t22  - Cd8b1"
"H2-M1_CD8B1","H2-M1_CD8B1","MHC-I","H2-M1","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-m1  - Cd8b1"
"H2-T10_CD8B1","H2-T10_CD8B1","MHC-I","H2-T10","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-t10  - Cd8b1"
"H2-Q6_CD8B1","H2-Q6_CD8B1","MHC-I","H2-Q6","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-q6  - Cd8b1"
"GM10499_CD8B1","GM10499_CD8B1","MHC-I","Gm10499","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","Gm10499  - Cd8b1"
"H2-Q4_CD8B1","H2-Q4_CD8B1","MHC-I","H2-Q4","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-q4  - Cd8b1"
"H2-T-PS_CD8B1","H2-T-PS_CD8B1","MHC-I","H2-T-ps","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-t-ps  - Cd8b1"
"GM7030_CD8B1","GM7030_CD8B1","MHC-I","Gm7030","Cd8b1","","","","","KEGG: mmu04514","Cell-Cell Contact","Gm7030  - Cd8b1"
"ULBP1_KLRK1","ULBP1_KLRK1","MHC-I","Ulbp1","Klrk1","","","","","PMID: 24223577","Cell-Cell Contact","Ulbp1  - Klrk1"
"H2-AA_CD4","H2-AA_CD4","MHC-II","H2-Aa","Cd4","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-aa  - Cd4"
"H2-EB1_CD4","H2-EB1_CD4","MHC-II","H2-Eb1","Cd4","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-eb1  - Cd4"
"H2-DMA_CD4","H2-DMA_CD4","MHC-II","H2-DMa","Cd4","","","","","KEGG: mmu04514","Cell-Cell Contact","H2-dma  - Cd4"
