"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"WNT5A_FZD1","WNT5A_FZD1","ncWNT","Wnt5a","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd1"
"WNT5A_FZD10","WNT5A_FZD10","ncWNT","Wnt5a","Fzd10","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd10"
"WNT5A_FZD2","WNT5A_FZD2","ncWNT","Wnt5a","Fzd2","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd2"
"WNT5A_FZD3","WNT5A_FZD3","ncWNT","Wnt5a","Fzd3","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd3"
"WNT5A_FZD4","WNT5A_FZD4","ncWNT","Wnt5a","Fzd4","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd4"
"WNT5A_FZD5","WNT5A_FZD5","ncWNT","Wnt5a","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd5"
"WNT5A_FZD6","WNT5A_FZD6","ncWNT","Wnt5a","Fzd6","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd6"
"WNT5A_FZD7","WNT5A_FZD7","ncWNT","Wnt5a","Fzd7","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd7"
"WNT5A_FZD8","WNT5A_FZD8","ncWNT","Wnt5a","Fzd8","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd8"
"WNT5B_FZD1","WNT5B_FZD1","ncWNT","Wnt5b","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd1"
"WNT5B_FZD10","WNT5B_FZD10","ncWNT","Wnt5b","Fzd10","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd10"
"WNT5B_FZD2","WNT5B_FZD2","ncWNT","Wnt5b","Fzd2","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd2"
"WNT5B_FZD3","WNT5B_FZD3","ncWNT","Wnt5b","Fzd3","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd3"
"WNT5B_FZD4","WNT5B_FZD4","ncWNT","Wnt5b","Fzd4","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd4"
"WNT5B_FZD5","WNT5B_FZD5","ncWNT","Wnt5b","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd5"
"WNT5B_FZD6","WNT5B_FZD6","ncWNT","Wnt5b","Fzd6","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd6"
"WNT5B_FZD7","WNT5B_FZD7","ncWNT","Wnt5b","Fzd7","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd7"
"WNT5B_FZD8","WNT5B_FZD8","ncWNT","Wnt5b","Fzd8","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd8"
"WNT11_FZD1","WNT11_FZD1","ncWNT","Wnt11","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd1"
"WNT11_FZD10","WNT11_FZD10","ncWNT","Wnt11","Fzd10","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd10"
"WNT11_FZD2","WNT11_FZD2","ncWNT","Wnt11","Fzd2","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd2"
"WNT11_FZD3","WNT11_FZD3","ncWNT","Wnt11","Fzd3","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd3"
"WNT11_FZD4","WNT11_FZD4","ncWNT","Wnt11","Fzd4","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd4"
"WNT11_FZD5","WNT11_FZD5","ncWNT","Wnt11","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd5"
"WNT11_FZD6","WNT11_FZD6","ncWNT","Wnt11","Fzd6","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd6"
"WNT11_FZD7","WNT11_FZD7","ncWNT","Wnt11","Fzd7","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd7"
"WNT11_FZD8","WNT11_FZD8","ncWNT","Wnt11","Fzd8","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd8"
"EGF_EGFR","EGF_EGFR","EGF","Egf","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Egf  - Egfr"
"EGF_EGFR_ERBB2","EGF_EGFR_ERBB2","EGF","Egf","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Egf  - (Egfr+Erbb2)"
"BTC_EGFR","BTC_EGFR","EGF","Btc","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - Egfr"
"BTC_EGFR_ERBB2","BTC_EGFR_ERBB2","EGF","Btc","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - (Egfr+Erbb2)"
"BTC_ERBB4","BTC_ERBB4","EGF","Btc","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - Erbb4"
"BTC_ERBB2_ERBB4","BTC_ERBB2_ERBB4","EGF","Btc","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - (Erbb2+Erbb4)"
"HBEGF_EGFR","HBEGF_EGFR","EGF","Hbegf","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Hbegf  - Egfr"
"HBEGF_EGFR_ERBB2","HBEGF_EGFR_ERBB2","EGF","Hbegf","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Hbegf  - (Egfr+Erbb2)"
"HBEGF_ERBB4","HBEGF_ERBB4","EGF","Hbegf","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Hbegf  - Erbb4"
"HBEGF_ERBB2_ERBB4","HBEGF_ERBB2_ERBB4","EGF","Hbegf","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Hbegf  - (Erbb2+Erbb4)"
"EREG_EGFR","EREG_EGFR","EGF","Ereg","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Ereg  - Egfr"
"EREG_EGFR_ERBB2","EREG_EGFR_ERBB2","EGF","Ereg","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Ereg  - (Egfr+Erbb2)"
"EREG_ERBB4","EREG_ERBB4","EGF","Ereg","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Ereg  - Erbb4"
"EREG_ERBB2_ERBB4","EREG_ERBB2_ERBB4","EGF","Ereg","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Ereg  - (Erbb2+Erbb4)"
"NRG1_ERBB2_ERBB3","NRG1_ERBB2_ERBB3","NRG","Nrg1","ERBB2_ERBB3","","","","","KEGG: mmu04012","Secreted Signaling","Nrg1  - (Erbb2+Erbb3)"
"NRG1_ERBB4","NRG1_ERBB4","NRG","Nrg1","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg1  - Erbb4"
"NRG1_ERBB2_ERBB4","NRG1_ERBB2_ERBB4","NRG","Nrg1","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg1  - (Erbb2+Erbb4)"
"NRG2_ERBB2_ERBB3","NRG2_ERBB2_ERBB3","NRG","Nrg2","ERBB2_ERBB3","","","","","KEGG: mmu04012","Secreted Signaling","Nrg2  - (Erbb2+Erbb3)"
"NRG2_ERBB4","NRG2_ERBB4","NRG","Nrg2","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg2  - Erbb4"
"NRG2_ERBB2_ERBB4","NRG2_ERBB2_ERBB4","NRG","Nrg2","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg2  - (Erbb2+Erbb4)"
"NRG3_ERBB4","NRG3_ERBB4","NRG","Nrg3","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg3  - Erbb4"
"NRG3_ERBB2_ERBB4","NRG3_ERBB2_ERBB4","NRG","Nrg3","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg3  - (Erbb2+Erbb4)"
"NRG4_ERBB4","NRG4_ERBB4","NRG","Nrg4","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg4  - Erbb4"
"NRG4_ERBB2_ERBB4","NRG4_ERBB2_ERBB4","NRG","Nrg4","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg4  - (Erbb2+Erbb4)"
"FGF1_FGFR2","FGF1_FGFR2","FGF","Fgf1","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf1  - Fgfr2"
"FGF1_FGFR3","FGF1_FGFR3","FGF","Fgf1","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf1  - Fgfr3"
"FGF1_FGFR4","FGF1_FGFR4","FGF","Fgf1","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf1  - Fgfr4"
"FGF2_FGFR2","FGF2_FGFR2","FGF","Fgf2","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf2  - Fgfr2"
"FGF2_FGFR3","FGF2_FGFR3","FGF","Fgf2","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf2  - Fgfr3"
"FGF2_FGFR4","FGF2_FGFR4","FGF","Fgf2","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf2  - Fgfr4"
"FGF4_FGFR2","FGF4_FGFR2","FGF","Fgf4","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf4  - Fgfr2"
"FGF4_FGFR3","FGF4_FGFR3","FGF","Fgf4","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf4  - Fgfr3"
"FGF4_FGFR4","FGF4_FGFR4","FGF","Fgf4","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf4  - Fgfr4"
"FGF7_FGFR2","FGF7_FGFR2","FGF","Fgf7","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf7  - Fgfr2"
"FGF10_FGFR2","FGF10_FGFR2","FGF","Fgf10","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf10  - Fgfr2"
"FGF22_FGFR2","FGF22_FGFR2","FGF","Fgf22","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf22  - Fgfr2"
"FGF8_FGFR2","FGF8_FGFR2","FGF","Fgf8","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf8  - Fgfr2"
"FGF8_FGFR3","FGF8_FGFR3","FGF","Fgf8","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf8  - Fgfr3"
"FGF8_FGFR4","FGF8_FGFR4","FGF","Fgf8","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf8  - Fgfr4"
"FGF17_FGFR2","FGF17_FGFR2","FGF","Fgf17","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf17  - Fgfr2"
"FGF17_FGFR3","FGF17_FGFR3","FGF","Fgf17","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf17  - Fgfr3"
"FGF17_FGFR4","FGF17_FGFR4","FGF","Fgf17","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf17  - Fgfr4"
"FGF18_FGFR2","FGF18_FGFR2","FGF","Fgf18","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf18  - Fgfr2"
"FGF18_FGFR3","FGF18_FGFR3","FGF","Fgf18","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf18  - Fgfr3"
"FGF18_FGFR4","FGF18_FGFR4","FGF","Fgf18","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf18  - Fgfr4"
"FGF9_FGFR2","FGF9_FGFR2","FGF","Fgf9","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf9  - Fgfr2"
"FGF9_FGFR3","FGF9_FGFR3","FGF","Fgf9","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf9  - Fgfr3"
"FGF9_FGFR4","FGF9_FGFR4","FGF","Fgf9","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf9  - Fgfr4"
"FGF15_FGFR2","FGF15_FGFR2","FGF","Fgf15","Fgfr2","","","FGF activation receptor 2","","PMC: 4393358","Secreted Signaling","Fgf15  - Fgfr2"
"FGF15_FGFR3","FGF15_FGFR3","FGF","Fgf15","Fgfr3","","","FGF activation receptor 2","","PMC: 4393358","Secreted Signaling","Fgf15  - Fgfr3"
"FGF15_FGFR4","FGF15_FGFR4","FGF","Fgf15","Fgfr4","","","FGF activation receptor 2","","PMC: 4393358","Secreted Signaling","Fgf15  - Fgfr4"
"FGF21_FGFR3","FGF21_FGFR3","FGF","Fgf21","Fgfr3","","","FGF activation receptor 2","","PMC: 4393358","Secreted Signaling","Fgf21  - Fgfr3"
"FGF23_FGFR3","FGF23_FGFR3","FGF","Fgf23","Fgfr3","","","FGF activation receptor 3","","PMC: 4393358","Secreted Signaling","Fgf23  - Fgfr3"
"FGF23_FGFR4","FGF23_FGFR4","FGF","Fgf23","Fgfr4","","","FGF activation receptor 3","","PMC: 4393358","Secreted Signaling","Fgf23  - Fgfr4"
"PDGFA_PDGFRA","PDGFA_PDGFRA","PDGF","Pdgfa","Pdgfra","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","Pdgfa  - Pdgfra"
"PDGFB_PDGFRA","PDGFB_PDGFRA","PDGF","Pdgfb","Pdgfra","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","Pdgfb  - Pdgfra"
"PDGFC_PDGFRA","PDGFC_PDGFRA","PDGF","Pdgfc","Pdgfra","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","Pdgfc  - Pdgfra"
"VEGFA_VEGFR2","VEGFA_VEGFR2","VEGF","Vegfa","Kdr","","","VEGF activation receptor","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Vegfa  - Vegfr2"
"VEGFC_VEGFR3","VEGFC_VEGFR3","VEGF","Vegfc","Flt4","","","","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Vegfc  - Vegfr3"
"VEGFC_VEGFR2","VEGFC_VEGFR2","VEGF","Vegfc","Kdr","","","VEGF activation receptor","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Vegfc  - Vegfr2"
"VEGFD_VEGFR3","VEGFD_VEGFR3","VEGF","Vegfd","Flt4","","","","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Vegfd  - Vegfr3"
"VEGFD_VEGFR2","VEGFD_VEGFR2","VEGF","Vegfd","Kdr","","","VEGF activation receptor","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Vegfd  - Vegfr2"
"VEGFA_VEGFR1R2","VEGFA_VEGFR1R2","VEGF","Vegfa","FLT1_KDR","","","VEGF activation receptor","","PMID: 16633338","Secreted Signaling","Vegfa  - Vegfr1r2"
"VEGFC_VEGFR2R3","VEGFC_VEGFR2R3","VEGF","Vegfc","FLT4_KDR","","","VEGF activation receptor","","PMID: 16633339","Secreted Signaling","Vegfc  - Vegfr2r3"
"VEGFD_VEGFR2R3","VEGFD_VEGFR2R3","VEGF","Vegfd","FLT4_KDR","","","VEGF activation receptor","","PMID: 16633340","Secreted Signaling","Vegfd  - Vegfr2r3"
"IGF2_ITGA6_ITGB4","IGF2_ITGA6_ITGB4","IGF","Igf2","ITGA6_ITGB4","","IGF antagonist","","","PMID: 28190785; PMID: 28873464","Secreted Signaling","Igf2  - (Itga6+Itgb4)"
"APLN_APLNR","APLN_APLNR","APELIN","Apln","Aplnr","","","","","KEGG: mmu04371","Secreted Signaling","Apln  - Aplnr"
"CCL19_ACKR4","CCL19_ACKR4","CCL","Ccl19","Ackr4","","","","","KEGG: mmu04060","Secreted Signaling","Ccl19  - Ackr4"
"CCL21A_ACKR4","CCL21A_ACKR4","CCL","Ccl21a","Ackr4","","","","","KEGG: mmu04060","Secreted Signaling","Ccl21a  - Ackr4"
"CCL28_CCR10","CCL28_CCR10","CCL","Ccl28","Ccr10","","","","","KEGG: mmu04060","Secreted Signaling","Ccl28  - Ccr10"
"CCL27A_CCR10","CCL27A_CCR10","CCL","Ccl27a","Ccr10","","","","","KEGG: mmu04060","Secreted Signaling","Ccl27a  - Ccr10"
"CCL11_ACKR1","CCL11_ACKR1","CCL","Ccl11","Ackr1","","","","","PMID: 26740381","Secreted Signaling","Ccl11  - Ackr1"
"CCL11_ACKR2","CCL11_ACKR2","CCL","Ccl11","Ackr2","","","","","PMID: 26740381","Secreted Signaling","Ccl11  - Ackr2"
"CCL26_ACKR2","CCL26_ACKR2","CCL","Ccl26","Ackr2","","","","","PMID: 26740381","Secreted Signaling","Ccl26  - Ackr2"
"CCL17_ACKR1","CCL17_ACKR1","CCL","Ccl17","Ackr1","","","","","PMID: 26740381","Secreted Signaling","Ccl17  - Ackr1"
"CCL17_ACKR2","CCL17_ACKR2","CCL","Ccl17","Ackr2","","","","","PMID: 26740381","Secreted Signaling","Ccl17  - Ackr2"
"CXCL1_CXCR1","CXCL1_CXCR1","CXCL","Cxcl1","Cxcr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl1  - Cxcr1"
"CXCL5_CXCR1","CXCL5_CXCR1","CXCL","Cxcl5","Cxcr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl5  - Cxcr1"
"CXCL1_ACKR1","CXCL1_ACKR1","CXCL","Cxcl1","Ackr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl1  - Ackr1"
"CXCL5_ACKR1","CXCL5_ACKR1","CXCL","Cxcl5","Ackr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl5  - Ackr1"
"CXCL11_ACKR1","CXCL11_ACKR1","CXCL","Cxcl11","Ackr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl11  - Ackr1"
"CXCL11_ACKR3","CXCL11_ACKR3","CXCL","Cxcl11","Ackr3","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl11  - Ackr3"
"TSLP_IL7R_CRLF2","TSLP_IL7R_CRLF2","IL2","Tslp","IL7R_CRLF2","","","","","KEGG: mmu04060","Secreted Signaling","Tslp  - (Il7r+Crlf2)"
"IL3_IL3RA_CSF2RB","IL3_IL3RA_CSF2RB","IL4","Il3","IL3RA_CSF2RB","","","","","KEGG: mmu04060","Secreted Signaling","Il3  - (Il3ra+Csf2rb)"
"IL13_IL4R_IL13RA2","IL13_IL4R_IL13RA2","IL4","Il13","IL4R_IL13RA2","","","","","KEGG: mmu04060","Secreted Signaling","Il13  - (Il4r+Il13ra2)"
"IL13_IL13RA2","IL13_IL13RA2","IL4","Il13","Il13ra2","","","","","KEGG: mmu04060","Secreted Signaling","Il13  - Il13ra2"
"IL11_IL11RA1_IL6ST","IL11_IL11RA1_IL6ST","IL6","Il11","IL11R complex 1","","","","","KEGG: mmu04060","Secreted Signaling","Il11  - (Il11ra1+Il6st)"
"IL11_IL11RA2_IL6ST","IL11_IL11RA2_IL6ST","IL6","Il11","IL11R complex 2","","","","","KEGG: mmu04060","Secreted Signaling","Il11  - (Il11ra2+Il6st)"
"IL31_IL31RA_OSMR","IL31_IL31RA_OSMR","IL6","Il31","IL31RA_OSMR","","","","","KEGG: mmu04060","Secreted Signaling","Il31  - (Il31ra+Osmr)"
"CLCF1_CNTFR_LIFR","CLCF1_CNTFR_LIFR","LIFR","Clcf1","CNTFR_LIFR","","","","","KEGG: mmu04060","Secreted Signaling","Clcf1  - (Cntfr+Lifr)"
"IL19_IL20RA_IL20RB","IL19_IL20RA_IL20RB","IL10","Il19","IL20RA_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il19  - (Il20ra+Il20rb)"
"IL20_IL20RA_IL20RB","IL20_IL20RA_IL20RB","IL10","Il20","IL20RA_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il20  - (Il20ra+Il20rb)"
"IL24_IL20RA_IL20RB","IL24_IL20RA_IL20RB","IL10","Il24","IL20RA_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il24  - (Il20ra+Il20rb)"
"IL20_IL22RA1_IL20RB","IL20_IL22RA1_IL20RB","IL10","Il20","IL22RA1_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il20  - (Il22ra1+Il20rb)"
"IL24_IL22RA1_IL20RB","IL24_IL22RA1_IL20RB","IL10","Il24","IL22RA1_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il24  - (Il22ra1+Il20rb)"
"IL1F5_IL1RL2_IL1RAP","IL1F5_IL1RL2_IL1RAP","IL1","Il1f5","IL1RL2_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il1f5  - (Il1rl2+Il1rap)"
"IL1F6_IL1RL2_IL1RAP","IL1F6_IL1RL2_IL1RAP","IL1","Il1f6","IL1RL2_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il1f6  - (Il1rl2+Il1rap)"
"IL1F9_IL1RL2_IL1RAP","IL1F9_IL1RL2_IL1RAP","IL1","Il1f9","IL1RL2_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il1f9  - (Il1rl2+Il1rap)"
"IL1F10_IL1RL2_IL1RAP","IL1F10_IL1RL2_IL1RAP","IL1","Il1f10","IL1RL2_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il1f10  - (Il1rl2+Il1rap)"
"IL17A_IL17RA_IL17RC","IL17A_IL17RA_IL17RC","IL17","Il17a","IL17RA_IL17RC","","","","","KEGG: mmu04060","Secreted Signaling","Il17a  - (Il17ra+Il17rc)"
"IL17F_IL17RA_IL17RC","IL17F_IL17RA_IL17RC","IL17","Il17f","IL17RA_IL17RC","","","","","KEGG: mmu04060","Secreted Signaling","Il17f  - (Il17ra+Il17rc)"
"IL17AF_IL17RA_IL17RC","IL17AF_IL17RA_IL17RC","IL17","IL17AF","IL17RA_IL17RC","","","","","PMID: 24813051","Secreted Signaling","Il17af  - (Il17ra+Il17rc)"
"GH1_GHR","GH1_GHR","GH","Gh","Ghr","","","","","KEGG: mmu04060","Secreted Signaling","Gh1  - Ghr"
"LTA_TNFRSF14","LTA_TNFRSF14","LT","Lta","Tnfrsf14","","","","","KEGG: mmu04060","Secreted Signaling","Lta  - Tnfrsf14"
"LTA_LTB_LTBR","LTA_LTB_LTBR","LT","LTa1b2","Ltbr","","","","","PMID: 24248355","Secreted Signaling","Lta  - (Ltb+Ltbr)"
"EDA_EDAR","EDA_EDAR","EDA","Eda","Edar","","","","","KEGG: mmu04060","Secreted Signaling","Eda  - Edar"
"EDA_EDA2R","EDA_EDA2R","EDA","Eda","Eda2r","","","","","KEGG: mmu04060","Secreted Signaling","Eda  - Eda2r"
"NGF_NGFR","NGF_NGFR","NGF","Ngf","Ngfr","","","","","KEGG: mmu04060","Secreted Signaling","Ngf  - Ngfr"
"TNFSF11_TNFRSF11A","TNFSF11_TNFRSF11A","RANKL","Tnfsf11","Tnfrsf11a","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf11  - Tnfrsf11a"
"TNFSF11_TNFRSF11B","TNFSF11_TNFRSF11B","RANKL","Tnfsf11","Tnfrsf11b","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf11  - Tnfrsf11b"
"TNFSF12_TNFRSF12A","TNFSF12_TNFRSF12A","TWEAK","Tnfsf12","Tnfrsf12a","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf12  - Tnfrsf12a"
"TNFSF8_TNFRSF8","TNFSF8_TNFRSF8","CD30","Tnfsf8","Tnfrsf8","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf8  - Tnfrsf8"
"ANGPT2_TEK","ANGPT2_TEK","ANGPT","Angpt2","Tek","","","","ANGPT inhibition receptor 1","PMID: 20651738","Secreted Signaling","Angpt2  - Tek"
"MDK_SDC2","MDK_SDC2","MK","Mdk","Sdc2","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Sdc2"
"MDK_PTPRZ1","MDK_PTPRZ1","MK","Mdk","Ptprz1","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Ptprz1"
"PTN_PTPRZ1","PTN_PTPRZ1","PTN","Ptn","Ptprz1","","","","","PMID: 28356350; PMID: 25620911","Secreted Signaling","Ptn  - Ptprz1"
"PTN_SDC2","PTN_SDC2","PTN","Ptn","Sdc2","","","","","PMID: 28356350; PMID: 25620911","Secreted Signaling","Ptn  - Sdc2"
"AGT_AGTR1A","AGT_AGTR1A","AGT","Agt","Agtr1a","","","","","KEGG: mmu04080","Secreted Signaling","Agt  - Agtr1a"
"AGT_AGTR1B","AGT_AGTR1B","AGT","Agt","Agtr1b","","","","","KEGG: mmu04080","Secreted Signaling","Agt  - Agtr1b"
"GRP_GRPR","GRP_GRPR","GPR","Grp","Grpr","","","","","KEGG: mmu04080","Secreted Signaling","Grp  - Grpr"
"EDN1_EDNRA","EDN1_EDNRA","EDN","Edn1","Ednra","","","","","KEGG: mmu04080","Secreted Signaling","Edn1  - Ednra"
"EDN3_EDNRA","EDN3_EDNRA","EDN","Edn3","Ednra","","","","","KEGG: mmu04080","Secreted Signaling","Edn3  - Ednra"
"GAL_GALR2","GAL_GALR2","GALANIN","Gal","Galr2","","","","","KEGG: mmu04080","Secreted Signaling","Gal  - Galr2"
"GAL_GALR3","GAL_GALR3","GALANIN","Gal","Galr3","","","","","KEGG: mmu04080","Secreted Signaling","Gal  - Galr3"
"POMC_MC1R","POMC_MC1R","MELANOCORTIN","Pomc","Mc1r","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Mc1r"
"POMC_MC2R","POMC_MC2R","MELANOCORTIN","Pomc","Mc2r","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Mc2r"
"POMC_MC3R","POMC_MC3R","MELANOCORTIN","Pomc","Mc3r","","POMC antagonist","","","KEGG: mmu04080; PMID: 11024027","Secreted Signaling","Pomc  - Mc3r"
"POMC_MC5R","POMC_MC5R","MELANOCORTIN","Pomc","Mc5r","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Mc5r"
"NMU_NMUR1","NMU_NMUR1","NMU","Nmu","Nmur1","","","","","KEGG: mmu04080","Secreted Signaling","Nmu  - Nmur1"
"NMU_NMUR2","NMU_NMUR2","NMU","Nmu","Nmur2","","","","","KEGG: mmu04080","Secreted Signaling","Nmu  - Nmur2"
"NMS_NMUR1","NMS_NMUR1","NMU","Nms","Nmur1","","","","","PMID: 29288685","Secreted Signaling","Nms  - Nmur1"
"NMS_NMUR2","NMS_NMUR2","NMU","Nms","Nmur2","","","","","PMID: 29288685","Secreted Signaling","Nms  - Nmur2"
