"interaction","cell1","cell2","p-value"
"LAMA4_SV2A","Stem Cells","ab T Cell","0"
"LAMA4_SV2A","Stromal Cells","ab T Cell","0"
"LAMA4_SV2A","Dendritic cells","B Cell","0.04"
"LAMA4_SV2A","Stromal Cells","B Cell","0"
"LAMA4_SV2A","Stromal Cells","Basophils","0"
"LAMA4_SV2A","Stromal Cells","Dendritic cells","0"
"LAMA4_SV2A","Stromal Cells","Eosinophil","0"
"LAMA4_SV2A","ab T Cell","gd T cells","0"
"LAMA4_SV2A","B Cell","gd T cells","0"
"LAMA4_SV2A","Dendritic cells","gd T cells","0.01"
"LAMA4_SV2A","gd T cells","gd T cells","0.01"
"LAMA4_SV2A","Granulocytes","gd T cells","0.03"
"LAMA4_SV2A","Innate Lymphocytes","gd T cells","0"
"LAMA4_SV2A","Stem Cells","gd T cells","0"
"LAMA4_SV2A","Stromal Cells","gd T cells","0"
"LAMA4_SV2A","Stromal Cells","Granulocytes","0"
"LAMA4_SV2A","Stromal Cells","Innate Lymphocytes","0"
"LAMA4_SV2A","Stromal Cells","Macrophage","0"
"LAMA4_SV2A","Stromal Cells","Mast Cells","0"
"LAMA4_SV2A","Stromal Cells","Monocytes","0"
"LAMA4_SV2A","Stromal Cells","NK Cell","0"
"LAMA4_SV2A","ab T Cell","Stem Cells","0.01"
"LAMA4_SV2A","B Cell","Stem Cells","0.03"
"LAMA4_SV2A","Dendritic cells","Stem Cells","0.02"
"LAMA4_SV2A","gd T cells","Stem Cells","0.01"
"LAMA4_SV2A","Granulocytes","Stem Cells","0.03"
"LAMA4_SV2A","Innate Lymphocytes","Stem Cells","0"
"LAMA4_SV2A","Stem Cells","Stem Cells","0"
"LAMA4_SV2A","Stromal Cells","Stem Cells","0"
"LAMA4_SV2A","Stromal Cells","Stromal Cells","0"
"LAMA4_SV2A","Dendritic cells","T Cell","0.01"
"LAMA4_SV2A","gd T cells","T Cell","0.01"
"LAMA4_SV2A","Granulocytes","T Cell","0.04"
"LAMA4_SV2A","Innate Lymphocytes","T Cell","0"
"LAMA4_SV2A","Stem Cells","T Cell","0.01"
"LAMA4_SV2A","Stromal Cells","T Cell","0"
"LAMB1_SV2A","ab T Cell","ab T Cell","0"
"LAMB1_SV2A","Basophils","ab T Cell","0.01"
"LAMB1_SV2A","Dendritic cells","ab T Cell","0.03"
"LAMB1_SV2A","gd T cells","ab T Cell","0.01"
"LAMB1_SV2A","Granulocytes","ab T Cell","0.03"
"LAMB1_SV2A","Innate Lymphocytes","ab T Cell","0"
"LAMB1_SV2A","Macrophage","ab T Cell","0.03"
"LAMB1_SV2A","NK Cell","ab T Cell","0"
"LAMB1_SV2A","Stromal Cells","ab T Cell","0"
"LAMB1_SV2A","Basophils","B Cell","0.01"
"LAMB1_SV2A","Innate Lymphocytes","B Cell","0"
"LAMB1_SV2A","NK Cell","B Cell","0"
"LAMB1_SV2A","Stromal Cells","B Cell","0"
"LAMB1_SV2A","Stromal Cells","Basophils","0"
"LAMB1_SV2A","Stromal Cells","Dendritic cells","0"
"LAMB1_SV2A","Basophils","Eosinophil","0.02"
"LAMB1_SV2A","Stromal Cells","Eosinophil","0"
"LAMB1_SV2A","ab T Cell","gd T cells","0"
"LAMB1_SV2A","B Cell","gd T cells","0.03"
"LAMB1_SV2A","Basophils","gd T cells","0"
"LAMB1_SV2A","Dendritic cells","gd T cells","0.03"
"LAMB1_SV2A","gd T cells","gd T cells","0"
"LAMB1_SV2A","Granulocytes","gd T cells","0.02"
"LAMB1_SV2A","Innate Lymphocytes","gd T cells","0"
"LAMB1_SV2A","NK Cell","gd T cells","0"
"LAMB1_SV2A","Stem Cells","gd T cells","0.02"
"LAMB1_SV2A","Stromal Cells","gd T cells","0"
"LAMB1_SV2A","Stromal Cells","Granulocytes","0"
"LAMB1_SV2A","Stromal Cells","Innate Lymphocytes","0"
"LAMB1_SV2A","Stromal Cells","Macrophage","0"
"LAMB1_SV2A","Stromal Cells","Mast Cells","0"
"LAMB1_SV2A","Stromal Cells","Monocytes","0"
"LAMB1_SV2A","Stromal Cells","NK Cell","0"
"LAMB1_SV2A","ab T Cell","Stem Cells","0.02"
"LAMB1_SV2A","Basophils","Stem Cells","0"
"LAMB1_SV2A","Dendritic cells","Stem Cells","0.04"
"LAMB1_SV2A","gd T cells","Stem Cells","0.03"
"LAMB1_SV2A","Granulocytes","Stem Cells","0.02"
"LAMB1_SV2A","Innate Lymphocytes","Stem Cells","0"
"LAMB1_SV2A","NK Cell","Stem Cells","0"
"LAMB1_SV2A","Stem Cells","Stem Cells","0.03"
"LAMB1_SV2A","Stromal Cells","Stem Cells","0"
"LAMB1_SV2A","Basophils","Stromal Cells","0.03"
"LAMB1_SV2A","Stromal Cells","Stromal Cells","0"
"LAMB1_SV2A","Basophils","T Cell","0.01"
"LAMB1_SV2A","Dendritic cells","T Cell","0.04"
"LAMB1_SV2A","gd T cells","T Cell","0.02"
"LAMB1_SV2A","Innate Lymphocytes","T Cell","0"
"LAMB1_SV2A","NK Cell","T Cell","0"
"LAMB1_SV2A","Stromal Cells","T Cell","0"
"LAMB2_SV2A","ab T Cell","ab T Cell","0"
"LAMB2_SV2A","B Cell","ab T Cell","0"
"LAMB2_SV2A","Macrophage","ab T Cell","0"
"LAMB2_SV2A","Stem Cells","ab T Cell","0"
"LAMB2_SV2A","Stromal Cells","ab T Cell","0"
"LAMB2_SV2A","Macrophage","B Cell","0"
"LAMB2_SV2A","Stem Cells","B Cell","0"
"LAMB2_SV2A","Stromal Cells","B Cell","0"
"LAMB2_SV2A","Stromal Cells","Basophils","0"
"LAMB2_SV2A","Stem Cells","Dendritic cells","0.01"
"LAMB2_SV2A","Stromal Cells","Dendritic cells","0"
"LAMB2_SV2A","Stem Cells","Eosinophil","0.02"
"LAMB2_SV2A","Stromal Cells","Eosinophil","0"
"LAMB2_SV2A","ab T Cell","gd T cells","0.02"
"LAMB2_SV2A","B Cell","gd T cells","0"
"LAMB2_SV2A","Macrophage","gd T cells","0"
"LAMB2_SV2A","Stem Cells","gd T cells","0"
"LAMB2_SV2A","Stromal Cells","gd T cells","0"
"LAMB2_SV2A","Stromal Cells","Granulocytes","0"
"LAMB2_SV2A","Stromal Cells","Innate Lymphocytes","0"
"LAMB2_SV2A","Stromal Cells","Macrophage","0"
"LAMB2_SV2A","Stromal Cells","Mast Cells","0"
"LAMB2_SV2A","Stromal Cells","Monocytes","0"
"LAMB2_SV2A","Stem Cells","NK Cell","0.01"
"LAMB2_SV2A","Stromal Cells","NK Cell","0"
"LAMB2_SV2A","ab T Cell","Stem Cells","0.04"
"LAMB2_SV2A","B Cell","Stem Cells","0"
"LAMB2_SV2A","Macrophage","Stem Cells","0"
"LAMB2_SV2A","Stem Cells","Stem Cells","0"
"LAMB2_SV2A","Stromal Cells","Stem Cells","0"
"LAMB2_SV2A","Stem Cells","Stromal Cells","0.03"
"LAMB2_SV2A","Stromal Cells","Stromal Cells","0"
"LAMB2_SV2A","B Cell","T Cell","0.02"
"LAMB2_SV2A","Macrophage","T Cell","0"
"LAMB2_SV2A","Stem Cells","T Cell","0"
"LAMB2_SV2A","Stromal Cells","T Cell","0"
"LAMC1_SV2A","B Cell","ab T Cell","0"
"LAMC1_SV2A","Innate Lymphocytes","ab T Cell","0"
"LAMC1_SV2A","Macrophage","ab T Cell","0"
"LAMC1_SV2A","Mast Cells","ab T Cell","0"
"LAMC1_SV2A","Stromal Cells","ab T Cell","0"
"LAMC1_SV2A","B Cell","B Cell","0"
"LAMC1_SV2A","Macrophage","B Cell","0.03"
"LAMC1_SV2A","Mast Cells","B Cell","0"
"LAMC1_SV2A","Stromal Cells","B Cell","0"
"LAMC1_SV2A","Mast Cells","Dendritic cells","0.04"
"LAMC1_SV2A","Stromal Cells","Dendritic cells","0"
"LAMC1_SV2A","Stromal Cells","Eosinophil","0"
"LAMC1_SV2A","B Cell","gd T cells","0"
"LAMC1_SV2A","Innate Lymphocytes","gd T cells","0.01"
"LAMC1_SV2A","Macrophage","gd T cells","0"
"LAMC1_SV2A","Mast Cells","gd T cells","0"
"LAMC1_SV2A","Stromal Cells","gd T cells","0"
"LAMC1_SV2A","Stromal Cells","Granulocytes","0"
"LAMC1_SV2A","Stromal Cells","Innate Lymphocytes","0"
"LAMC1_SV2A","Stromal Cells","Macrophage","0"
"LAMC1_SV2A","Stromal Cells","Mast Cells","0"
"LAMC1_SV2A","Stromal Cells","Monocytes","0.01"
"LAMC1_SV2A","Mast Cells","NK Cell","0.03"
"LAMC1_SV2A","Stromal Cells","NK Cell","0"
"LAMC1_SV2A","B Cell","Stem Cells","0"
"LAMC1_SV2A","Innate Lymphocytes","Stem Cells","0.02"
"LAMC1_SV2A","Macrophage","Stem Cells","0"
"LAMC1_SV2A","Mast Cells","Stem Cells","0"
"LAMC1_SV2A","Stem Cells","Stem Cells","0.03"
"LAMC1_SV2A","Stromal Cells","Stem Cells","0"
"LAMC1_SV2A","Stromal Cells","Stromal Cells","0"
"LAMC1_SV2A","B Cell","T Cell","0"
"LAMC1_SV2A","Innate Lymphocytes","T Cell","0.02"
"LAMC1_SV2A","Macrophage","T Cell","0.03"
"LAMC1_SV2A","Mast Cells","T Cell","0"
"LAMC1_SV2A","Stromal Cells","T Cell","0"
"LAMC2_SV2A","ab T Cell","ab T Cell","0"
"LAMC2_SV2A","B Cell","ab T Cell","0"
"LAMC2_SV2A","Eosinophil","ab T Cell","0.03"
"LAMC2_SV2A","gd T cells","ab T Cell","0.02"
"LAMC2_SV2A","Innate Lymphocytes","ab T Cell","0"
"LAMC2_SV2A","Stromal Cells","ab T Cell","0"
"LAMC2_SV2A","Innate Lymphocytes","B Cell","0.03"
"LAMC2_SV2A","Stromal Cells","B Cell","0"
"LAMC2_SV2A","Stromal Cells","Basophils","0"
"LAMC2_SV2A","Stromal Cells","Dendritic cells","0"
"LAMC2_SV2A","Stromal Cells","Eosinophil","0"
"LAMC2_SV2A","ab T Cell","gd T cells","0"
"LAMC2_SV2A","B Cell","gd T cells","0"
"LAMC2_SV2A","Eosinophil","gd T cells","0.01"
"LAMC2_SV2A","gd T cells","gd T cells","0.02"
"LAMC2_SV2A","Granulocytes","gd T cells","0.03"
"LAMC2_SV2A","Innate Lymphocytes","gd T cells","0"
"LAMC2_SV2A","Stromal Cells","gd T cells","0"
"LAMC2_SV2A","Stromal Cells","Granulocytes","0"
"LAMC2_SV2A","Stromal Cells","Innate Lymphocytes","0"
"LAMC2_SV2A","Stromal Cells","Macrophage","0"
"LAMC2_SV2A","Stromal Cells","Mast Cells","0"
"LAMC2_SV2A","Stromal Cells","Monocytes","0"
"LAMC2_SV2A","Stromal Cells","NK Cell","0"
"LAMC2_SV2A","ab T Cell","Stem Cells","0.01"
"LAMC2_SV2A","B Cell","Stem Cells","0"
"LAMC2_SV2A","Eosinophil","Stem Cells","0.04"
"LAMC2_SV2A","gd T cells","Stem Cells","0.01"
"LAMC2_SV2A","Innate Lymphocytes","Stem Cells","0"
"LAMC2_SV2A","Stromal Cells","Stem Cells","0"
"LAMC2_SV2A","Stromal Cells","Stromal Cells","0"
"LAMC2_SV2A","B Cell","T Cell","0.02"
"LAMC2_SV2A","Innate Lymphocytes","T Cell","0"
"LAMC2_SV2A","Stromal Cells","T Cell","0"
"LAMC3_SV2A","ab T Cell","ab T Cell","0"
"LAMC3_SV2A","B Cell","ab T Cell","0.01"
"LAMC3_SV2A","Basophils","ab T Cell","0.01"
"LAMC3_SV2A","Dendritic cells","ab T Cell","0"
"LAMC3_SV2A","Eosinophil","ab T Cell","0"
"LAMC3_SV2A","Granulocytes","ab T Cell","0.01"
"LAMC3_SV2A","Innate Lymphocytes","ab T Cell","0.01"
"LAMC3_SV2A","Mast Cells","ab T Cell","0.01"
"LAMC3_SV2A","Stem Cells","ab T Cell","0.04"
"LAMC3_SV2A","Stromal Cells","ab T Cell","0"
"LAMC3_SV2A","T Cell","ab T Cell","0"
"LAMC3_SV2A","ab T Cell","B Cell","0"
"LAMC3_SV2A","Dendritic cells","B Cell","0.02"
"LAMC3_SV2A","Eosinophil","B Cell","0"
"LAMC3_SV2A","Stromal Cells","B Cell","0"
"LAMC3_SV2A","Stromal Cells","Dendritic cells","0.04"
"LAMC3_SV2A","Stromal Cells","Eosinophil","0.04"
"LAMC3_SV2A","ab T Cell","gd T cells","0"
"LAMC3_SV2A","B Cell","gd T cells","0.04"
"LAMC3_SV2A","Basophils","gd T cells","0.01"
"LAMC3_SV2A","Dendritic cells","gd T cells","0"
"LAMC3_SV2A","Eosinophil","gd T cells","0"
"LAMC3_SV2A","Granulocytes","gd T cells","0.01"
"LAMC3_SV2A","Innate Lymphocytes","gd T cells","0.01"
"LAMC3_SV2A","Mast Cells","gd T cells","0.03"
"LAMC3_SV2A","Stem Cells","gd T cells","0.01"
"LAMC3_SV2A","Stromal Cells","gd T cells","0"
"LAMC3_SV2A","T Cell","gd T cells","0"
"LAMC3_SV2A","Eosinophil","NK Cell","0.03"
"LAMC3_SV2A","ab T Cell","Stem Cells","0"
"LAMC3_SV2A","Basophils","Stem Cells","0.03"
"LAMC3_SV2A","Dendritic cells","Stem Cells","0"
"LAMC3_SV2A","Eosinophil","Stem Cells","0"
"LAMC3_SV2A","Innate Lymphocytes","Stem Cells","0.01"
"LAMC3_SV2A","Mast Cells","Stem Cells","0.03"
"LAMC3_SV2A","Stromal Cells","Stem Cells","0"
"LAMC3_SV2A","T Cell","Stem Cells","0"
"LAMC3_SV2A","Stromal Cells","Stromal Cells","0.04"
"LAMC3_SV2A","ab T Cell","T Cell","0"
"LAMC3_SV2A","Basophils","T Cell","0.02"
"LAMC3_SV2A","Dendritic cells","T Cell","0"
"LAMC3_SV2A","Eosinophil","T Cell","0"
"LAMC3_SV2A","Stromal Cells","T Cell","0"
"LAMC3_SV2A","T Cell","T Cell","0.01"
"LAMA1_SV2C","ab T Cell","ab T Cell","0"
"LAMA1_SV2C","B Cell","ab T Cell","0"
"LAMA1_SV2C","Basophils","ab T Cell","0.01"
"LAMA1_SV2C","Dendritic cells","ab T Cell","0"
"LAMA1_SV2C","Eosinophil","ab T Cell","0"
"LAMA1_SV2C","gd T cells","ab T Cell","0"
"LAMA1_SV2C","Granulocytes","ab T Cell","0"
"LAMA1_SV2C","Innate Lymphocytes","ab T Cell","0"
"LAMA1_SV2C","Monocytes","ab T Cell","0.01"
"LAMA1_SV2C","Stromal Cells","ab T Cell","0"
"LAMA1_SV2C","Eosinophil","B Cell","0.04"
"LAMA1_SV2C","Eosinophil","Basophils","0"
"LAMA1_SV2C","Granulocytes","Basophils","0.01"
"LAMA1_SV2C","Stromal Cells","Basophils","0"
"LAMA1_SV2C","Eosinophil","Dendritic cells","0.02"
"LAMA1_SV2C","Stromal Cells","Dendritic cells","0.03"
"LAMA1_SV2C","ab T Cell","Eosinophil","0.04"
"LAMA1_SV2C","Basophils","Eosinophil","0.03"
"LAMA1_SV2C","Dendritic cells","Eosinophil","0.02"
"LAMA1_SV2C","Eosinophil","Eosinophil","0"
"LAMA1_SV2C","gd T cells","Eosinophil","0"
"LAMA1_SV2C","Granulocytes","Eosinophil","0"
"LAMA1_SV2C","Innate Lymphocytes","Eosinophil","0.01"
"LAMA1_SV2C","Monocytes","Eosinophil","0.01"
"LAMA1_SV2C","Stromal Cells","Eosinophil","0"
"LAMA1_SV2C","Eosinophil","gd T cells","0"
"LAMA1_SV2C","Stromal Cells","gd T cells","0.01"
"LAMA1_SV2C","Eosinophil","Granulocytes","0.02"
"LAMA1_SV2C","ab T Cell","Innate Lymphocytes","0"
"LAMA1_SV2C","B Cell","Innate Lymphocytes","0.01"
"LAMA1_SV2C","Basophils","Innate Lymphocytes","0.03"
"LAMA1_SV2C","Dendritic cells","Innate Lymphocytes","0.02"
"LAMA1_SV2C","Eosinophil","Innate Lymphocytes","0"
"LAMA1_SV2C","gd T cells","Innate Lymphocytes","0"
"LAMA1_SV2C","Granulocytes","Innate Lymphocytes","0"
"LAMA1_SV2C","Innate Lymphocytes","Innate Lymphocytes","0"
"LAMA1_SV2C","Monocytes","Innate Lymphocytes","0.01"
"LAMA1_SV2C","Stromal Cells","Innate Lymphocytes","0"
"LAMA1_SV2C","ab T Cell","Mast Cells","0"
"LAMA1_SV2C","B Cell","Mast Cells","0"
"LAMA1_SV2C","Basophils","Mast Cells","0.02"
"LAMA1_SV2C","Dendritic cells","Mast Cells","0"
"LAMA1_SV2C","Eosinophil","Mast Cells","0"
"LAMA1_SV2C","gd T cells","Mast Cells","0"
"LAMA1_SV2C","Granulocytes","Mast Cells","0"
"LAMA1_SV2C","Innate Lymphocytes","Mast Cells","0"
"LAMA1_SV2C","Monocytes","Mast Cells","0.01"
"LAMA1_SV2C","Stromal Cells","Mast Cells","0"
"LAMA1_SV2C","ab T Cell","NK Cell","0.01"
"LAMA1_SV2C","B Cell","NK Cell","0.02"
"LAMA1_SV2C","Basophils","NK Cell","0.04"
"LAMA1_SV2C","Dendritic cells","NK Cell","0.03"
"LAMA1_SV2C","Eosinophil","NK Cell","0"
"LAMA1_SV2C","gd T cells","NK Cell","0"
"LAMA1_SV2C","Granulocytes","NK Cell","0"
"LAMA1_SV2C","Innate Lymphocytes","NK Cell","0"
"LAMA1_SV2C","Monocytes","NK Cell","0.02"
"LAMA1_SV2C","Stromal Cells","NK Cell","0"
"LAMA1_SV2C","Eosinophil","Stromal Cells","0"
"LAMA1_SV2C","Stromal Cells","Stromal Cells","0.01"
"LAMA1_SV2C","Eosinophil","T Cell","0"
"LAMA1_SV2C","gd T cells","T Cell","0.01"
"LAMA1_SV2C","Granulocytes","T Cell","0.01"
"LAMA1_SV2C","Innate Lymphocytes","T Cell","0.02"
"LAMA1_SV2C","Stromal Cells","T Cell","0"
"LAMA2_SV2C","ab T Cell","ab T Cell","0"
"LAMA2_SV2C","B Cell","ab T Cell","0"
"LAMA2_SV2C","Basophils","ab T Cell","0"
"LAMA2_SV2C","Dendritic cells","ab T Cell","0"
"LAMA2_SV2C","Eosinophil","ab T Cell","0"
"LAMA2_SV2C","gd T cells","ab T Cell","0"
"LAMA2_SV2C","Granulocytes","ab T Cell","0"
"LAMA2_SV2C","Innate Lymphocytes","ab T Cell","0"
"LAMA2_SV2C","Monocytes","ab T Cell","0"
"LAMA2_SV2C","NK Cell","ab T Cell","0.01"
"LAMA2_SV2C","Stem Cells","ab T Cell","0.04"
"LAMA2_SV2C","Stromal Cells","ab T Cell","0"
"LAMA2_SV2C","T Cell","ab T Cell","0.01"
"LAMA2_SV2C","Stromal Cells","B Cell","0.02"
"LAMA2_SV2C","Basophils","Basophils","0.02"
"LAMA2_SV2C","Eosinophil","Basophils","0"
"LAMA2_SV2C","Stromal Cells","Basophils","0"
"LAMA2_SV2C","Stromal Cells","Dendritic cells","0"
"LAMA2_SV2C","Basophils","Eosinophil","0.01"
"LAMA2_SV2C","Dendritic cells","Eosinophil","0"
"LAMA2_SV2C","Eosinophil","Eosinophil","0"
"LAMA2_SV2C","gd T cells","Eosinophil","0.02"
"LAMA2_SV2C","Granulocytes","Eosinophil","0.01"
"LAMA2_SV2C","Innate Lymphocytes","Eosinophil","0.02"
"LAMA2_SV2C","Monocytes","Eosinophil","0.01"
"LAMA2_SV2C","Stromal Cells","Eosinophil","0"
"LAMA2_SV2C","Eosinophil","gd T cells","0"
"LAMA2_SV2C","Stromal Cells","gd T cells","0"
"LAMA2_SV2C","Stromal Cells","Granulocytes","0.02"
"LAMA2_SV2C","ab T Cell","Innate Lymphocytes","0"
"LAMA2_SV2C","B Cell","Innate Lymphocytes","0.01"
"LAMA2_SV2C","Basophils","Innate Lymphocytes","0"
"LAMA2_SV2C","Dendritic cells","Innate Lymphocytes","0"
"LAMA2_SV2C","Eosinophil","Innate Lymphocytes","0"
"LAMA2_SV2C","gd T cells","Innate Lymphocytes","0"
"LAMA2_SV2C","Granulocytes","Innate Lymphocytes","0"
"LAMA2_SV2C","Innate Lymphocytes","Innate Lymphocytes","0"
"LAMA2_SV2C","Monocytes","Innate Lymphocytes","0.02"
"LAMA2_SV2C","NK Cell","Innate Lymphocytes","0.03"
"LAMA2_SV2C","Stem Cells","Innate Lymphocytes","0.04"
"LAMA2_SV2C","Stromal Cells","Innate Lymphocytes","0"
"LAMA2_SV2C","T Cell","Innate Lymphocytes","0.03"
"LAMA2_SV2C","ab T Cell","Mast Cells","0"
"LAMA2_SV2C","B Cell","Mast Cells","0.02"
"LAMA2_SV2C","Basophils","Mast Cells","0"
"LAMA2_SV2C","Dendritic cells","Mast Cells","0"
"LAMA2_SV2C","Eosinophil","Mast Cells","0"
"LAMA2_SV2C","gd T cells","Mast Cells","0"
"LAMA2_SV2C","Granulocytes","Mast Cells","0"
"LAMA2_SV2C","Innate Lymphocytes","Mast Cells","0"
"LAMA2_SV2C","Monocytes","Mast Cells","0.02"
"LAMA2_SV2C","NK Cell","Mast Cells","0.04"
"LAMA2_SV2C","Stem Cells","Mast Cells","0.04"
"LAMA2_SV2C","Stromal Cells","Mast Cells","0"
"LAMA2_SV2C","Stromal Cells","Monocytes","0.03"
"LAMA2_SV2C","ab T Cell","NK Cell","0"
"LAMA2_SV2C","Basophils","NK Cell","0"
"LAMA2_SV2C","Dendritic cells","NK Cell","0"
"LAMA2_SV2C","Eosinophil","NK Cell","0"
"LAMA2_SV2C","gd T cells","NK Cell","0"
"LAMA2_SV2C","Granulocytes","NK Cell","0.02"
"LAMA2_SV2C","Innate Lymphocytes","NK Cell","0"
"LAMA2_SV2C","Stromal Cells","NK Cell","0"
"LAMA2_SV2C","Eosinophil","Stromal Cells","0.01"
"LAMA2_SV2C","Stromal Cells","Stromal Cells","0"
"LAMA2_SV2C","Basophils","T Cell","0.02"
"LAMA2_SV2C","Eosinophil","T Cell","0"
"LAMA2_SV2C","Innate Lymphocytes","T Cell","0.01"
"LAMA2_SV2C","Stromal Cells","T Cell","0"
"LAMA3_SV2C","ab T Cell","ab T Cell","0.02"
"LAMA3_SV2C","Macrophage","ab T Cell","0"
"LAMA3_SV2C","Stromal Cells","ab T Cell","0"
"LAMA3_SV2C","Macrophage","B Cell","0.01"
"LAMA3_SV2C","Stromal Cells","B Cell","0.03"
"LAMA3_SV2C","Macrophage","Basophils","0"
"LAMA3_SV2C","Stromal Cells","Basophils","0"
"LAMA3_SV2C","Macrophage","Dendritic cells","0"
"LAMA3_SV2C","Stromal Cells","Dendritic cells","0"
"LAMA3_SV2C","Macrophage","Eosinophil","0"
"LAMA3_SV2C","Stromal Cells","Eosinophil","0"
"LAMA3_SV2C","Macrophage","gd T cells","0"
"LAMA3_SV2C","Stromal Cells","gd T cells","0"
"LAMA3_SV2C","Macrophage","Granulocytes","0"
"LAMA3_SV2C","Stromal Cells","Granulocytes","0"
"LAMA3_SV2C","Macrophage","Innate Lymphocytes","0"
"LAMA3_SV2C","Stromal Cells","Innate Lymphocytes","0"
"LAMA3_SV2C","Macrophage","Macrophage","0.01"
"LAMA3_SV2C","Stromal Cells","Macrophage","0.04"
"LAMA3_SV2C","Macrophage","Mast Cells","0"
"LAMA3_SV2C","Stromal Cells","Mast Cells","0"
"LAMA3_SV2C","Macrophage","Monocytes","0.02"
"LAMA3_SV2C","Stromal Cells","Monocytes","0.01"
"LAMA3_SV2C","Macrophage","NK Cell","0"
"LAMA3_SV2C","Stromal Cells","NK Cell","0"
"LAMA3_SV2C","Macrophage","Stem Cells","0.01"
"LAMA3_SV2C","Stromal Cells","Stem Cells","0.03"
"LAMA3_SV2C","Macrophage","Stromal Cells","0"
"LAMA3_SV2C","Stromal Cells","Stromal Cells","0"
"LAMA3_SV2C","Macrophage","T Cell","0"
"LAMA3_SV2C","Stromal Cells","T Cell","0"
"LAMA4_SV2C","ab T Cell","ab T Cell","0"
"LAMA4_SV2C","B Cell","ab T Cell","0"
"LAMA4_SV2C","Dendritic cells","ab T Cell","0.01"
"LAMA4_SV2C","gd T cells","ab T Cell","0.01"
"LAMA4_SV2C","Granulocytes","ab T Cell","0.03"
"LAMA4_SV2C","Innate Lymphocytes","ab T Cell","0"
"LAMA4_SV2C","Macrophage","ab T Cell","0.03"
"LAMA4_SV2C","Stem Cells","ab T Cell","0"
"LAMA4_SV2C","Stromal Cells","ab T Cell","0"
"LAMA4_SV2C","Stromal Cells","B Cell","0"
"LAMA4_SV2C","Stromal Cells","Basophils","0"
"LAMA4_SV2C","Stromal Cells","Dendritic cells","0"
"LAMA4_SV2C","Dendritic cells","Eosinophil","0.01"
"LAMA4_SV2C","gd T cells","Eosinophil","0.01"
"LAMA4_SV2C","Granulocytes","Eosinophil","0.04"
"LAMA4_SV2C","Stem Cells","Eosinophil","0"
"LAMA4_SV2C","Stromal Cells","Eosinophil","0"
"LAMA4_SV2C","Stromal Cells","gd T cells","0"
"LAMA4_SV2C","Stromal Cells","Granulocytes","0"
"LAMA4_SV2C","ab T Cell","Innate Lymphocytes","0.01"
"LAMA4_SV2C","B Cell","Innate Lymphocytes","0.02"
"LAMA4_SV2C","Dendritic cells","Innate Lymphocytes","0.02"
"LAMA4_SV2C","gd T cells","Innate Lymphocytes","0.01"
"LAMA4_SV2C","Granulocytes","Innate Lymphocytes","0.03"
"LAMA4_SV2C","Innate Lymphocytes","Innate Lymphocytes","0"
"LAMA4_SV2C","Stem Cells","Innate Lymphocytes","0"
"LAMA4_SV2C","Stromal Cells","Innate Lymphocytes","0"
"LAMA4_SV2C","Stromal Cells","Macrophage","0"
"LAMA4_SV2C","ab T Cell","Mast Cells","0.01"
"LAMA4_SV2C","B Cell","Mast Cells","0"
"LAMA4_SV2C","Dendritic cells","Mast Cells","0.02"
"LAMA4_SV2C","gd T cells","Mast Cells","0.01"
"LAMA4_SV2C","Granulocytes","Mast Cells","0.03"
"LAMA4_SV2C","Innate Lymphocytes","Mast Cells","0"
"LAMA4_SV2C","Stem Cells","Mast Cells","0"
"LAMA4_SV2C","Stromal Cells","Mast Cells","0"
"LAMA4_SV2C","Stromal Cells","Monocytes","0"
"LAMA4_SV2C","ab T Cell","NK Cell","0.02"
"LAMA4_SV2C","Dendritic cells","NK Cell","0.01"
"LAMA4_SV2C","gd T cells","NK Cell","0.01"
"LAMA4_SV2C","Granulocytes","NK Cell","0.04"
"LAMA4_SV2C","Innate Lymphocytes","NK Cell","0"
"LAMA4_SV2C","Stem Cells","NK Cell","0.01"
"LAMA4_SV2C","Stromal Cells","NK Cell","0"
"LAMA4_SV2C","Stromal Cells","Stem Cells","0"
"LAMA4_SV2C","Stromal Cells","Stromal Cells","0"
"LAMA4_SV2C","Stromal Cells","T Cell","0"
"LAMB1_SV2C","ab T Cell","ab T Cell","0"
"LAMB1_SV2C","B Cell","ab T Cell","0.01"
"LAMB1_SV2C","Basophils","ab T Cell","0"
"LAMB1_SV2C","Dendritic cells","ab T Cell","0.02"
"LAMB1_SV2C","gd T cells","ab T Cell","0.01"
"LAMB1_SV2C","Granulocytes","ab T Cell","0.03"
"LAMB1_SV2C","Innate Lymphocytes","ab T Cell","0"
"LAMB1_SV2C","Macrophage","ab T Cell","0.02"
"LAMB1_SV2C","NK Cell","ab T Cell","0"
"LAMB1_SV2C","Stem Cells","ab T Cell","0.03"
"LAMB1_SV2C","Stromal Cells","ab T Cell","0"
"LAMB1_SV2C","Stromal Cells","B Cell","0"
"LAMB1_SV2C","Basophils","Basophils","0.01"
"LAMB1_SV2C","Innate Lymphocytes","Basophils","0.01"
"LAMB1_SV2C","Stromal Cells","Basophils","0"
"LAMB1_SV2C","Basophils","Dendritic cells","0.04"
"LAMB1_SV2C","Stromal Cells","Dendritic cells","0"
"LAMB1_SV2C","Basophils","Eosinophil","0"
"LAMB1_SV2C","Dendritic cells","Eosinophil","0.03"
"LAMB1_SV2C","gd T cells","Eosinophil","0.01"
